day,susceptible,infected,recovered,chilam,chilamPerDay
0,535669,5,0,0,0
1,535668,5,0,0,0
2,535667,5,0,0,0
3,535666,5,1,0,0
4,535666,6,1,0,0
5,535665,6,2,0,0
6,535664,7,2,0,0
7,535663,7,2,0,0
8,535662,7,3,0,0
9,535661,8,4,0,0
10,535660,8,4,0,0
11,535659,9,5,0,0
12,535658,9,5,0,0
13,535656,10,6,0,0
14,535655,11,7,0,0
15,535654,11,8,0,0
16,535652,12,9,0,0
17,535650,13,9,0,0
18,535649,13,10,0,0
19,535647,14,11,0,0
20,535645,15,12,0,0
21,535643,16,14,0,0
22,535641,17,15,0,0
23,535639,18,16,0,0
24,535636,19,17,0,0
25,535634,20,19,0,0
26,535631,21,20,0,0
27,535628,23,22,0,0
28,535625,24,23,0,0
29,535622,26,25,0,0
30,535618,27,27,0,0
31,535615,29,29,0,0
32,535611,30,31,0,0
33,535607,32,33,0,0
34,535603,34,36,0,0
35,535598,36,38,0,0
36,535593,38,41,0,0
37,535588,41,43,0,0
38,535583,43,46,0,0
39,535577,46,50,0,0
40,535571,48,53,0,0
41,535565,51,56,0,0
42,535558,54,60,0,0
43,535551,57,64,0,0
44,535544,61,68,0,0
45,535536,64,72,0,0
46,535527,68,77,0,0
47,535519,72,82,0,0
48,535509,76,87,0,0
49,535499,81,93,0,0
50,535489,86,98,0,0
51,535477,91,105,0,0
52,535466,96,111,0,0
53,535453,102,118,0,0
54,535440,108,125,0,0
55,535426,114,133,0,0
56,535411,121,141,0,0
57,535395,128,150,0,0
58,535379,135,159,0,0
59,535361,143,169,0,0
60,535342,151,179,0,0
61,535322,160,190,0,0
62,535302,170,201,1,0
63,535279,180,213,1,0
64,535256,190,226,1,0
65,535231,201,240,1,0
66,535205,213,254,1,0
67,535177,226,269,1,0
68,535148,239,286,1,0
69,535117,253,303,1,0
70,535084,268,321,1,0
71,535049,283,340,1,0
72,535012,300,360,1,0
73,534973,317,382,1,0
74,534932,336,404,2,0
75,534888,356,428,2,0
76,534842,377,454,2,0
77,534793,399,481,2,0
78,534741,422,509,2,0
79,534687,446,540,2,0
80,534629,473,571,2,0
81,534567,500,605,3,0
82,534502,529,641,3,0
83,534433,560,679,3,0
84,534361,593,719,3,0
85,534284,627,761,3,0
86,534202,664,806,4,0
87,534116,703,854,4,0
88,534025,744,904,4,0
89,533929,787,957,4,0
90,533827,833,1013,5,0
91,533719,881,1073,5,0
92,533605,932,1136,5,0
93,533484,986,1202,6,0
94,533356,1044,1273,6,0
95,533221,1104,1347,6,0
96,533078,1168,1426,7,0
97,532927,1236,1510,7,0
98,532767,1308,1598,7,0
99,532597,1383,1692,8,0
100,532419,1463,1790,8,0
101,532229,1548,1895,9,0
102,532029,1637,2006,10,0
103,531818,1732,2123,10,0
104,531594,1832,2246,11,0
105,531358,1937,2377,11,0
106,531108,2049,2516,12,0
107,530844,2167,2662,13,0
108,530565,2291,2817,14,0
109,530270,2422,2980,14,0
110,529958,2561,3154,15,0
111,529629,2707,3337,16,0
112,529280,2862,3530,17,0
