day,susceptible,infected,recovered,chilam,chilamPerDay
0,870663,5,0,0,0
1,870661,6,0,0,0
2,870658,8,0,0,0
3,870654,11,1,0,0
4,870650,15,2,0,0
5,870643,20,3,0,0
6,870635,27,4,0,0
7,870624,36,6,0,0
8,870610,48,9,0,0
9,870590,64,12,0,0
10,870564,85,17,0,0
11,870530,113,23,0,0
12,870485,151,31,0,0
13,870424,200,42,0,0
14,870344,266,56,0,0
15,870237,354,75,0,0
16,870095,470,101,0,0
17,869907,625,134,0,0
18,869657,830,179,0,0
19,869325,1103,238,1,0
20,868885,1465,317,1,0
21,868300,1945,422,2,0
22,867524,2582,561,2,0
23,866495,3427,745,3,0
24,865130,4546,990,4,1
25,863323,6028,1315,6,1
26,860932,7989,1746,8,2
27,857772,10578,2316,11,2
28,853603,13992,3072,15,3
29,848116,18479,4071,20,4
30,840915,24360,5391,26,6
31,831504,32031,7131,35,8
32,819267,41980,9419,47,11
33,803467,54782,12418,62,14
34,783245,71091,16331,81,19
35,757663,91594,21409,107,25
36,725781,116934,27951,139,32
37,686790,147572,36304,181,41
38,640227,183594,46845,234,52
39,586226,224482,59959,299,65
40,525767,268906,75994,379,80
41,460814,314652,95201,476,96
42,394200,358790,117677,588,112
43,329221,398141,143305,716,128
44,269002,429921,171743,858,142
45,215870,452344,202452,1012,153
46,171009,464895,234763,1173,161
47,134484,468212,267970,1339,166
48,105556,463697,301414,1507,167
49,83069,453062,334535,1672,165
50,65778,437991,366897,1834,161
51,52542,419942,398182,1990,156
52,42405,400083,428178,2140,149
53,34611,379300,456756,2283,142
54,28579,358238,483849,2419,135
55,23876,337353,509438,2547,127
56,20175,316957,533534,2667,120
57,17237,297255,556174,2780,113
58,14883,278376,577407,2887,106
59,12980,260396,597291,2986,99
60,11427,243349,615891,3079,92
61,10149,227244,633273,3166,86
62,9090,212072,649505,3247,81
63,8204,197809,664653,3323,75
64,7458,184426,678783,3393,70
65,6826,171884,691956,3459,65
66,6287,160146,704233,3521,61
67,5825,149169,715673,3578,57
68,5425,138913,726328,3631,53
69,5079,129337,736250,3681,49
70,4777,120401,745489,3727,46
71,4513,112065,754089,3770,43
72,4281,104292,762093,3810,40
73,4076,97048,769543,3847,37
74,3894,90298,776475,3882,34
75,3732,84009,782925,3914,32
76,3588,78153,788926,3944,30
77,3459,72699,794508,3972,27
78,3344,67622,799701,3998,25
79,3240,62896,804531,4022,24
80,3146,58497,809024,4045,22
81,3062,54403,813202,4066,20
82,2985,50593,817088,4085,19
83,2916,47049,820702,4103,18
84,2853,43751,824063,4120,16
85,2795,40683,827188,4135,15
86,2743,37830,830094,4150,14
87,2695,35175,832796,4163,13
88,2652,32706,835308,4176,12
89,2612,30410,837645,4188,11
90,2576,28274,839817,4199,10
91,2542,26288,841836,4209,10
92,2511,24441,843714,4218,9
93,2483,22723,845460,4227,8
94,2457,21126,847083,4235,8
95,2433,19641,848592,4242,7
96,2411,18260,849995,4249,7
97,2391,16976,851300,4256,6
98,2373,15782,852512,4262,6
99,2355,14672,853639,4268,5
100,2339,13640,854687,4273,5
101,2325,12680,855662,4278,4
102,2311,11788,856568,4282,4
103,2299,10958,857410,4287,4
104,2287,10187,858192,4290,3
105,2276,9470,858920,4294,3
106,2266,8804,859596,4297,3
107,2257,8184,860225,4301,3
108,2249,7608,860810,4304,2
109,2241,7072,861353,4306,2
110,2234,6574,861859,4309,2
111,2227,6111,862328,4311,2
112,2221,5681,862765,4313,2
113,2215,5281,863171,4315,2
114,2210,4909,863548,4317,1
115,2205,4563,863899,4319,1
116,2200,4242,864225,4321,1
117,2196,3943,864528,4322,1
118,2192,3666,864809,4324,1
119,2188,3407,865071,4325,1
120,2185,3167,865315,4326,1
121,2181,2944,865541,4327,1
122,2178,2737,865751,4328,1
123,2176,2544,865947,4329,0
124,2173,2365,866128,4330,0
125,2171,2198,866297,4331,0
126,2169,2043,866455,4332,0
127,2167,1899,866601,4333,0
128,2165,1766,866736,4333,0
129,2163,1641,866862,4334,0
130,2161,1526,866980,4334,0
131,2160,1418,867089,4335,0
132,2158,1318,867190,4335,0
133,2157,1225,867284,4336,0
134,2156,1139,867372,4336,0
135,2155,1059,867453,4337,0
136,2154,984,867529,4337,0
137,2153,915,867599,4337,0
138,2152,850,867664,4338,0
139,2151,790,867725,4338,0
140,2150,735,867782,4338,0
141,2149,683,867834,4339,0
142,2149,635,867883,4339,0
143,2148,590,867928,4339,0
144,2147,548,867971,4339,0
145,2147,510,868010,4340,0
146,2146,474,868046,4340,0
147,2146,440,868080,4340,0
148,2146,409,868112,4340,0
149,2145,380,868141,4340,0
150,2145,354,868168,4340,0
151,2144,329,868193,4340,0
152,2144,305,868217,4341,0
153,2144,284,868239,4341,0
154,2144,264,868259,4341,0
155,2143,245,868278,4341,0
