day,susceptible,infected,recovered,chilam,chilamPerDay
0,870663,5,0,0,0
1,870662,5,0,0,0
2,870661,5,0,0,0
3,870661,5,1,0,0
4,870660,5,1,0,0
5,870660,5,1,0,0
6,870659,6,2,0,0
7,870658,6,2,0,0
8,870658,6,3,0,0
9,870657,6,3,0,0
10,870656,6,4,0,0
11,870656,7,4,0,0
12,870655,7,5,0,0
13,870654,7,5,0,0
14,870653,7,6,0,0
15,870652,8,6,0,0
16,870652,8,7,0,0
17,870651,8,8,0,0
18,870650,9,8,0,0
19,870649,9,9,0,0
20,870648,9,9,0,0
21,870647,10,10,0,0
22,870646,10,11,0,0
23,870645,10,12,0,0
24,870644,11,12,0,0
25,870642,11,13,0,0
26,870641,11,14,0,0
27,870640,12,15,0,0
28,870639,12,16,0,0
29,870637,13,17,0,0
30,870636,13,18,0,0
31,870635,13,18,0,0
32,870633,14,19,0,0
33,870632,14,20,0,0
34,870630,15,22,0,0
35,870628,15,23,0,0
36,870627,16,24,0,0
37,870625,16,25,0,0
38,870623,17,26,0,0
39,870621,18,27,0,0
40,870620,18,29,0,0
41,870618,19,30,0,0
42,870616,20,31,0,0
43,870613,20,33,0,0
44,870611,21,34,0,0
45,870609,22,36,0,0
46,870607,22,37,0,0
47,870604,23,39,0,0
48,870602,24,41,0,0
49,870599,25,43,0,0
50,870597,26,44,0,0
51,870594,26,46,0,0
52,870591,27,48,0,0
53,870588,28,50,0,0
54,870585,29,52,0,0
55,870582,30,54,0,0
56,870579,31,56,0,0
57,870575,32,59,0,0
58,870572,33,61,0,0
59,870568,35,63,0,0
60,870565,36,66,0,0
61,870561,37,69,0,0
62,870557,38,71,0,0
63,870553,40,74,0,0
64,870549,41,77,0,0
65,870544,42,80,0,0
66,870540,44,83,0,0
67,870535,45,86,0,0
68,870530,47,89,0,0
69,870526,48,93,0,0
70,870520,50,96,0,0
71,870515,52,100,0,0
72,870510,53,103,0,0
73,870504,55,107,0,0
74,870498,57,111,0,0
75,870492,59,115,0,0
76,870486,61,120,0,0
77,870479,63,124,0,0
78,870473,65,129,0,0
79,870466,67,133,0,0
80,870459,70,138,0,0
81,870451,72,143,0,0
82,870444,74,148,0,0
83,870436,77,154,0,0
84,870428,80,159,0,0
85,870419,82,165,0,0
86,870411,85,171,0,0
87,870402,88,177,0,0
88,870392,91,183,0,0
