day,susceptible,infected,recovered,chilam,chilamPerDay
0,1843353,5,0,0,0
1,1843352,5,0,0,0
2,1843351,5,0,0,0
3,1843350,5,1,0,0
4,1843350,6,1,0,0
5,1843349,6,2,0,0
6,1843348,7,2,0,0
7,1843347,7,2,0,0
8,1843346,7,3,0,0
9,1843345,8,4,0,0
10,1843344,8,4,0,0
11,1843343,9,5,0,0
12,1843342,9,5,0,0
13,1843340,10,6,0,0
14,1843339,11,7,0,0
15,1843338,11,8,0,0
16,1843336,12,9,0,0
17,1843334,13,9,0,0
18,1843333,13,10,0,0
19,1843331,14,11,0,0
20,1843329,15,12,0,0
21,1843327,16,14,0,0
22,1843325,17,15,0,0
23,1843323,18,16,0,0
24,1843320,19,17,0,0
25,1843318,20,19,0,0
26,1843315,21,20,0,0
27,1843312,23,22,0,0
28,1843309,24,23,0,0
29,1843306,26,25,0,0
30,1843302,27,27,0,0
31,1843299,29,29,0,0
32,1843295,30,31,0,0
33,1843291,32,33,0,0
34,1843287,34,36,0,0
35,1843282,36,38,0,0
36,1843277,38,41,0,0
37,1843272,41,43,0,0
38,1843267,43,46,0,0
39,1843261,46,50,0,0
40,1843255,48,53,0,0
41,1843249,51,56,0,0
42,1843242,54,60,0,0
43,1843235,57,64,0,0
44,1843228,61,68,0,0
45,1843220,64,72,0,0
46,1843211,68,77,0,0
47,1843203,72,82,0,0
48,1843193,76,87,0,0
49,1843183,81,93,0,0
50,1843173,86,98,0,0
51,1843161,91,105,0,0
52,1843149,96,111,0,0
53,1843137,102,118,0,0
54,1843124,108,125,0,0
55,1843110,114,133,0,0
56,1843095,121,141,0,0
57,1843079,128,150,0,0
58,1843062,135,159,0,0
59,1843045,143,169,0,0
60,1843026,152,179,0,0
61,1843006,160,190,0,0
62,1842985,170,201,1,0
63,1842963,180,213,1,0
64,1842940,190,226,1,0
65,1842915,202,240,1,0
66,1842889,213,254,1,0
67,1842861,226,270,1,0
68,1842831,239,286,1,0
69,1842800,253,303,1,0
70,1842767,268,321,1,0
71,1842732,284,340,1,0
72,1842695,300,361,1,0
73,1842656,318,382,1,0
74,1842615,337,405,2,0
75,1842571,356,429,2,0
76,1842525,377,454,2,0
77,1842476,399,481,2,0
78,1842424,423,510,2,0
79,1842369,448,540,2,0
