day,susceptible,infected,recovered,chilam,chilamPerDay
0,1886096,5,0,0,0
1,1886094,6,0,0,0
2,1886091,8,0,0,0
3,1886087,11,1,0,0
4,1886083,15,2,0,0
5,1886076,20,3,0,0
6,1886068,27,4,0,0
7,1886057,36,6,0,0
8,1886043,48,9,0,0
9,1886023,64,12,0,0
10,1885997,85,17,0,0
11,1885963,113,23,0,0
12,1885918,151,31,0,0
13,1885857,200,42,0,0
14,1885777,266,56,0,0
15,1885670,354,75,0,0
16,1885528,470,101,0,0
17,1885340,625,134,0,0
18,1885090,831,179,0,0
19,1884757,1104,239,1,0
20,1884316,1466,317,1,0
21,1883730,1947,422,2,0
22,1882952,2586,561,2,0
23,1881919,3435,746,3,0
24,1880548,4560,991,4,1
25,1878729,6053,1317,6,1
26,1876317,8033,1750,8,2
27,1873120,10656,2323,11,2
28,1868886,14128,3085,15,3
29,1863287,18719,4094,20,5
30,1855889,24779,5431,27,6
31,1846136,32762,7201,36,8
32,1833309,43250,9541,47,11
33,1816493,56976,12631,63,15
34,1794543,74856,16700,83,20
35,1766054,97998,22047,110,26
36,1729349,127703,29047,145,34
37,1682513,165418,38169,190,45
38,1623487,212627,49985,249,59
39,1550278,270649,65172,325,75
40,1461294,340301,84505,422,96
41,1355832,421456,108812,544,121
42,1234645,512538,138916,694,150
43,1100441,610132,175526,877,183
44,958049,708943,219108,1095,217
45,814004,802348,269747,1348,253
46,675493,883549,327058,1635,286
47,548918,947013,390169,1950,315
48,438672,989614,457813,2289,338
49,346606,1010994,528500,2642,353
50,272290,1013095,600714,3003,361
51,213787,999234,673079,3365,361
52,168482,973165,744453,3722,356
53,133709,938425,813965,4069,347
54,107098,898005,880996,4404,335
55,86702,854258,945140,4725,320
56,70994,808947,1006159,5030,305
57,58814,763344,1063941,5319,288
58,49293,718341,1118466,5592,272
59,41783,674540,1169776,5848,256
60,35806,632336,1217958,6089,240
61,31004,591970,1263125,6315,225
62,27112,553579,1305409,6527,211
63,23928,517220,1344951,6724,197
64,21304,482900,1381895,6909,184
65,19122,450589,1416388,7081,172
66,17295,420231,1448574,7242,160
67,15753,391756,1478590,7392,150
68,14444,365082,1506573,7532,139
69,13326,340123,1532651,7663,130
70,12365,316790,1556945,7784,121
71,11534,294992,1579573,7897,113
72,10812,274643,1600644,8003,105
73,10182,255655,1620262,8101,98
74,9630,237946,1638523,8192,91
75,9144,221436,1655519,8277,84
76,8715,206048,1671336,8356,79
77,8334,191711,1686054,8430,73
78,7995,178356,1699748,8498,68
79,7693,165919,1712488,8562,63
80,7422,154338,1724339,8621,59
81,7179,143557,1735364,8676,55
82,6960,133521,1745618,8728,51
83,6763,124181,1755155,8775,47
84,6585,115489,1764025,8820,44
85,6424,107401,1772274,8861,41
86,6278,99876,1779946,8899,38
87,6145,92875,1787080,8935,35
88,6024,86362,1793714,8968,33
89,5913,80303,1799883,8999,30
90,5813,74668,1805619,9028,28
91,5720,69427,1810952,9054,26
92,5636,64552,1815912,9079,24
93,5559,60018,1820522,9102,23
94,5488,55802,1824809,9124,21
95,5423,51881,1828795,9143,19
96,5364,48235,1832501,9162,18
97,5309,44844,1835947,9179,17
98,5258,41691,1839150,9195,16
99,5212,38760,1842128,9210,14
