day,susceptible,infected,recovered,chilam,chilamPerDay
0,1534701,5,0,0,0
1,1534700,5,0,0,0
2,1534699,5,0,0,0
3,1534698,5,1,0,0
4,1534698,6,1,0,0
5,1534697,6,2,0,0
6,1534696,7,2,0,0
7,1534695,7,2,0,0
8,1534694,7,3,0,0
9,1534693,8,4,0,0
10,1534692,8,4,0,0
11,1534691,9,5,0,0
12,1534690,9,5,0,0
13,1534688,10,6,0,0
14,1534687,11,7,0,0
15,1534686,11,8,0,0
16,1534684,12,9,0,0
17,1534682,13,9,0,0
18,1534681,13,10,0,0
19,1534679,14,11,0,0
20,1534677,15,12,0,0
21,1534675,16,14,0,0
22,1534673,17,15,0,0
23,1534671,18,16,0,0
24,1534668,19,17,0,0
25,1534666,20,19,0,0
26,1534663,21,20,0,0
27,1534660,23,22,0,0
28,1534657,24,23,0,0
29,1534654,26,25,0,0
30,1534650,27,27,0,0
31,1534647,29,29,0,0
32,1534643,30,31,0,0
33,1534639,32,33,0,0
34,1534635,34,36,0,0
35,1534630,36,38,0,0
36,1534625,38,41,0,0
37,1534620,41,43,0,0
38,1534615,43,46,0,0
39,1534609,46,50,0,0
40,1534603,48,53,0,0
41,1534597,51,56,0,0
42,1534590,54,60,0,0
43,1534583,57,64,0,0
44,1534576,61,68,0,0
45,1534568,64,72,0,0
46,1534559,68,77,0,0
47,1534551,72,82,0,0
48,1534541,76,87,0,0
49,1534531,81,93,0,0
50,1534521,86,98,0,0
51,1534509,91,105,0,0
52,1534498,96,111,0,0
53,1534485,102,118,0,0
54,1534472,108,125,0,0
55,1534458,114,133,0,0
56,1534443,121,141,0,0
57,1534427,128,150,0,0
58,1534410,135,159,0,0
59,1534393,143,169,0,0
60,1534374,152,179,0,0
61,1534354,160,190,0,0
62,1534333,170,201,1,0
63,1534311,180,213,1,0
64,1534288,190,226,1,0
65,1534263,202,240,1,0
66,1534237,213,254,1,0
67,1534209,226,270,1,0
68,1534180,239,286,1,0
69,1534148,253,303,1,0
70,1534115,268,321,1,0
71,1534080,284,340,1,0
72,1534044,300,361,1,0
73,1534004,318,382,1,0
74,1533963,337,405,2,0
75,1533919,356,429,2,0
76,1533873,377,454,2,0
77,1533824,399,481,2,0
78,1533772,423,510,2,0
79,1533717,448,540,2,0
80,1533659,474,572,2,0
81,1533597,501,606,3,0
82,1533532,531,642,3,0
83,1533463,562,680,3,0
84,1533390,595,720,3,0
85,1533312,630,763,3,0
86,1533231,666,808,4,0
87,1533144,705,855,4,0
88,1533052,747,906,4,0
89,1532955,790,959,4,0
90,1532853,836,1015,5,0
91,1532744,885,1075,5,0
92,1532629,937,1138,5,0
93,1532507,992,1205,6,0
94,1532378,1050,1276,6,0
95,1532242,1111,1351,6,0
96,1532098,1176,1431,7,0
97,1531945,1245,1515,7,0
98,1531784,1317,1604,8,0
99,1531613,1394,1698,8,0
100,1531432,1475,1797,8,0
101,1531240,1561,1903,9,0
102,1531038,1652,2014,10,0
103,1530823,1749,2133,10,0
104,1530596,1851,2257,11,0
105,1530356,1958,2390,11,0
106,1530102,2072,2530,12,0
107,1529834,2193,2678,13,0
108,1529549,2321,2834,14,0
109,1529249,2456,3000,15,0
110,1528931,2598,3176,15,0
111,1528594,2749,3361,16,0
112,1528238,2909,3558,17,0
113,1527861,3078,3765,18,1
114,1527463,3256,3985,19,1
115,1527042,3445,4218,21,1
116,1526596,3645,4464,22,1
117,1526125,3856,4724,23,1
118,1525626,4079,5000,25,1
119,1525099,4314,5291,26,1
120,1524541,4564,5599,27,1
121,1523952,4827,5925,29,1
122,1523329,5105,6270,31,1
123,1522670,5399,6635,33,1
124,1521974,5710,7021,35,1
125,1521237,6039,7429,37,2
126,1520459,6385,7860,39,2
127,1519637,6752,8316,41,2
128,1518768,7139,8798,43,2
129,1517849,7547,9308,46,2
130,1516879,7978,9847,49,2
131,1515853,8434,10417,52,2
132,1514770,8914,11020,55,3
133,1513627,9421,11657,58,3
134,1512419,9956,12330,61,3
135,1511143,10521,13041,65,3
136,1509796,11116,13792,68,3
137,1508375,11744,14586,72,3
138,1506874,12405,15425,77,4
139,1505291,13103,16311,81,4
140,1503620,13837,17247,86,4
141,1501857,14612,18236,91,4
142,1499998,15427,19279,96,5
143,1498038,16285,20381,101,5
144,1495972,17188,21545,107,5
145,1493793,18139,22772,113,6
146,1491498,19138,24068,120,6
147,1489080,20189,25435,127,6
148,1486534,21294,26877,134,7
149,1483852,22454,28398,141,7
150,1481030,23672,30002,150,8
151,1478060,24951,31693,158,8
152,1474936,26293,33475,167,8
153,1471651,27700,35354,176,9
154,1468198,29175,37332,186,9
155,1464569,30719,39416,197,10
156,1460758,32336,41610,208,10
157,1456757,34027,43920,219,11
158,1452558,35796,46351,231,12
159,1448154,37643,48908,244,12
160,1443536,39572,51596,257,13
161,1438697,41584,54423,272,14
162,1433630,43682,57393,286,14
163,1428325,45866,60514,302,15
164,1422775,48139,63790,318,16
165,1416974,50502,67228,336,17
166,1410912,52957,70836,354,18
167,1404583,55503,74618,373,18
168,1397979,58142,78583,392,19
169,1391094,60875,82736,413,20
170,1383921,63700,87084,435,21
171,1376453,66617,91634,458,22
172,1368686,69626,96393,481,23
173,1360614,72725,101366,506,24
174,1352232,75912,106561,532,25
175,1343536,79185,111983,559,27
176,1334525,82541,117639,588,28
177,1325194,85976,123535,617,29
178,1315543,89485,129676,648,30
179,1305571,93065,136068,680,31
180,1295279,96710,142716,713,33
181,1284668,100413,149624,748,34
182,1273741,104168,156796,783,35
183,1262501,107966,164237,821,37
184,1250955,111801,171949,859,38
185,1239108,115662,179935,899,39
186,1226968,119540,188196,940,41
187,1214544,123426,196735,983,42
188,1201846,127308,205551,1027,44
189,1188885,131175,214645,1073,45
190,1175675,135015,224014,1120,46
191,1162229,138817,233658,1168,48
192,1148562,142568,243574,1217,49
193,1134692,146255,253758,1268,50
194,1120634,149866,264204,1321,52
195,1106408,153387,274909,1374,53
196,1092032,156807,285866,1429,54
197,1077527,160111,297066,1485,56
198,1062913,163289,308503,1542,57
199,1048211,166327,320166,1600,58
200,1033443,169215,332047,1660,59
201,1018630,171941,344134,1720,60
202,1003794,174495,356415,1782,61
203,988957,176868,368879,1844,62
204,974140,179051,381513,1907,63
205,959365,181037,394303,1971,63
206,944653,182817,407234,2036,64
207,930025,184388,420292,2101,65
208,915499,185743,433463,2167,65
209,901094,186880,446730,2233,66
210,886830,187795,460079,2300,66
211,872723,188489,473493,2367,67
212,858788,188959,486957,2434,67
213,845042,189208,500454,2502,67
214,831499,189237,513969,2569,67
215,818170,189049,527486,2637,67
216,805068,188647,540990,2704,67
217,792203,188037,554465,2772,67
218,779585,187224,567896,2839,67
219,767221,186214,581269,2906,66
220,755119,185015,594570,2972,66
221,743285,183634,607786,3038,66
222,731723,182079,620903,3104,65
223,720437,180359,633908,3169,65
224,709431,178483,646791,3233,64
225,698705,176459,659540,3297,63
226,688261,174299,672144,3360,63
227,678099,172011,684594,3422,62
228,668219,169604,696881,3484,61
229,658619,167090,708996,3544,60
230,649297,164477,720931,3604,59
231,640251,161774,732679,3663,58
232,631477,158993,744235,3721,57
233,622973,156141,755591,3777,56
234,614733,153227,766744,3833,55
235,606754,150261,777689,3888,54
236,599031,147251,788422,3942,53
237,591559,144205,798940,3994,52
238,584333,141130,809241,4046,51
239,577348,138035,819322,4096,50
240,570597,134926,829181,4145,49
241,564075,131810,838819,4194,48
242,557777,128693,848234,4241,47
243,551697,125581,857427,4287,45
244,545828,122480,866397,4331,44
245,540165,119394,875145,4375,43
246,534702,116329,883674,4418,42
247,529433,113288,891983,4459,41
248,524353,110277,900075,4500,40
249,519455,107298,907952,4539,39
250,514733,104355,915616,4578,38
251,510183,101451,923070,4615,37
252,505799,98589,930317,4651,36
253,501575,95771,937359,4686,35
254,497506,92999,944200,4721,34
255,493587,90275,950843,4754,33
256,489812,87601,957291,4786,32
257,486178,84979,963548,4817,31
258,482678,82408,969618,4848,30
259,479308,79891,975505,4877,29
260,476065,77428,981211,4906,28
261,472942,75020,986742,4933,27
262,469937,72667,992101,4960,26
263,467044,70369,997291,4986,25
264,464260,68127,1002318,5011,25
265,461581,65940,1007184,5035,24
266,459003,63808,1011894,5059,23
267,456522,61731,1016452,5082,22
268,454135,59709,1020861,5104,22
269,451838,57741,1025126,5125,21
270,449628,55826,1029250,5146,20
271,447502,53965,1033238,5166,19
272,445456,52156,1037093,5185,19
273,443488,50398,1040818,5204,18
274,441595,48692,1044418,5222,17
275,439773,47035,1047896,5239,17
276,438021,45428,1051256,5256,16
277,436336,43868,1054501,5272,16
278,434714,42356,1057634,5288,15
279,433154,40890,1060660,5303,15
280,431654,39470,1063581,5317,14
281,430211,38094,1066400,5332,14
282,428823,36761,1069121,5345,13
283,427487,35470,1071747,5358,13
