day,susceptible,infected,recovered,chilam,chilamPerDay
0,535669,5,0,0,0
1,535667,6,0,0,0
2,535664,8,0,0,0
3,535660,11,1,0,0
4,535656,15,2,0,0
5,535649,20,3,0,0
6,535641,27,4,0,0
7,535630,36,6,0,0
8,535616,48,9,0,0
9,535596,64,12,0,0
10,535570,85,17,0,0
11,535536,113,23,0,0
12,535491,151,31,0,0
13,535430,200,42,0,0
14,535350,266,56,0,0
15,535243,354,75,0,0
16,535102,470,101,0,0
17,534913,625,134,0,0
18,534664,830,179,0,0
19,534332,1102,238,1,0
20,533892,1463,317,1,0
21,533309,1942,422,2,0
22,532536,2577,560,2,0
23,531511,3417,744,3,0
24,530154,4530,989,4,1
25,528361,6000,1312,6,1
26,525994,7938,1741,8,2
27,522875,10489,2308,11,2
28,518780,13836,3057,15,3
29,513420,18207,4045,20,4
30,506439,23888,5346,26,6
31,497405,31215,7052,35,8
32,485811,40580,9282,46,11
33,471090,52402,12181,60,14
34,452656,67093,15924,79,18
35,429977,84979,20716,103,23
36,402692,106194,26786,133,30
37,370759,130542,34371,171,37
38,334618,157359,43696,218,46
39,295298,185438,54936,274,56
40,254408,213083,68182,340,66
41,213927,238343,83402,417,76
42,175853,259393,100427,502,85
43,141791,274927,118955,594,92
44,112681,284398,138593,692,98
45,88751,288014,158907,794,101
46,69663,286529,179480,897,102
47,54758,280968,199946,999,102
48,43269,272388,220016,1100,100
49,34468,261732,239472,1197,97
50,27732,249774,258167,1290,93
51,22559,237105,276008,1380,89
52,18565,224163,292945,1464,84
53,15457,211259,308956,1544,80
54,13019,198607,324046,1620,75
55,11088,186352,338233,1691,70
56,9545,174584,351544,1757,66
57,8300,163358,364014,1820,62
58,7288,152702,375683,1878,58
59,6457,142626,386590,1932,54
60,5769,133126,396778,1983,50
61,5196,124190,406287,2031,47
62,4714,115801,415158,2075,44
63,4306,107937,423429,2117,41
64,3959,100575,431139,2155,38
65,3662,93688,438323,2191,35
66,3405,87252,445015,2225,33
67,3183,81242,451247,2256,31
68,2990,75632,457050,2285,29
69,2821,70398,462453,2312,27
70,2673,65518,467481,2337,25
71,2542,60969,472161,2360,23
72,2426,56730,476516,2382,21
73,2324,52780,480568,2402,20
74,2232,49102,484339,2421,18
75,2150,45676,487846,2439,17
76,2077,42487,491109,2455,16
77,2011,39518,494143,2470,15
78,1952,36755,496966,2484,14
79,1898,34183,499592,2497,13
80,1850,31790,502033,2510,12
81,1806,29563,504304,2521,11
82,1766,27491,506416,2532,10
83,1729,25564,508379,2541,9
84,1696,23771,510205,2551,9
85,1666,22103,511903,2559,8
86,1639,20552,513482,2567,7
87,1614,19109,514950,2574,7
88,1591,17767,516315,2581,6
89,1570,16519,517584,2587,6
90,1550,15358,518764,2593,5
91,1532,14279,519861,2599,5
92,1516,13275,520881,2604,5
93,1501,12342,521829,2609,4
94,1487,11474,522711,2613,4
95,1474,10667,523531,2617,4
96,1463,9917,524293,2621,3
97,1452,9220,525001,2625,3
98,1442,8571,525660,2628,3
99,1433,7968,526272,2631,3
100,1424,7407,526841,2634,2
101,1416,6886,527370,2636,2
102,1409,6401,527862,2639,2
103,1402,5951,528319,2641,2
104,1396,5532,528745,2643,2
105,1390,5143,529140,2645,1
106,1385,4781,529507,2647,1
107,1380,4444,529849,2649,1
108,1375,4131,530166,2650,1
109,1371,3840,530461,2652,1
110,1367,3570,530736,2653,1
111,1363,3318,530991,2654,1
112,1360,3085,531228,2656,1
113,1357,2868,531448,2657,1
114,1354,2666,531653,2658,1
115,1351,2478,531843,2659,0
116,1349,2303,532020,2660,0
117,1347,2141,532185,2660,0
118,1344,1990,532338,2661,0
119,1342,1850,532480,2662,0
120,1341,1720,532612,2663,0
121,1339,1599,532735,2663,0
122,1337,1486,532849,2664,0
123,1336,1381,532956,2664,0
124,1334,1284,533054,2665,0
