day,susceptible,infected,recovered,chilam,chilamPerDay
0,1886096,5,0,0,0
1,1886095,5,0,0,0
2,1886094,5,0,0,0
3,1886093,5,1,0,0
4,1886093,6,1,0,0
5,1886092,6,2,0,0
6,1886091,7,2,0,0
7,1886090,7,2,0,0
8,1886089,7,3,0,0
9,1886088,8,4,0,0
10,1886087,8,4,0,0
11,1886086,9,5,0,0
12,1886085,9,5,0,0
13,1886083,10,6,0,0
14,1886082,11,7,0,0
15,1886081,11,8,0,0
16,1886079,12,9,0,0
17,1886077,13,9,0,0
18,1886076,13,10,0,0
19,1886074,14,11,0,0
20,1886072,15,12,0,0
21,1886070,16,14,0,0
22,1886068,17,15,0,0
23,1886066,18,16,0,0
24,1886063,19,17,0,0
25,1886061,20,19,0,0
26,1886058,21,20,0,0
27,1886055,23,22,0,0
28,1886052,24,23,0,0
29,1886049,26,25,0,0
30,1886045,27,27,0,0
31,1886042,29,29,0,0
32,1886038,30,31,0,0
33,1886034,32,33,0,0
34,1886030,34,36,0,0
35,1886025,36,38,0,0
36,1886020,38,41,0,0
37,1886015,41,43,0,0
38,1886010,43,46,0,0
39,1886004,46,50,0,0
40,1885998,48,53,0,0
41,1885992,51,56,0,0
42,1885985,54,60,0,0
43,1885978,57,64,0,0
44,1885971,61,68,0,0
45,1885963,64,72,0,0
46,1885954,68,77,0,0
47,1885946,72,82,0,0
48,1885936,76,87,0,0
49,1885926,81,93,0,0
50,1885916,86,98,0,0
51,1885904,91,105,0,0
52,1885892,96,111,0,0
53,1885880,102,118,0,0
54,1885867,108,125,0,0
55,1885853,114,133,0,0
56,1885838,121,141,0,0
57,1885822,128,150,0,0
58,1885805,135,159,0,0
59,1885788,143,169,0,0
60,1885769,152,179,0,0
61,1885749,160,190,0,0
62,1885728,170,201,1,0
63,1885706,180,213,1,0
64,1885683,190,226,1,0
65,1885658,202,240,1,0
66,1885632,213,254,1,0
67,1885604,226,270,1,0
68,1885574,239,286,1,0
69,1885543,253,303,1,0
70,1885510,268,321,1,0
71,1885475,284,340,1,0
72,1885438,300,361,1,0
73,1885399,318,382,1,0
74,1885358,337,405,2,0
75,1885314,356,429,2,0
76,1885268,377,454,2,0
77,1885219,399,481,2,0
78,1885167,423,510,2,0
79,1885112,448,540,2,0
80,1885053,474,572,2,0
81,1884992,502,606,3,0
82,1884927,531,642,3,0
83,1884858,562,680,3,0
84,1884784,595,720,3,0
85,1884707,630,763,3,0
86,1884625,667,808,4,0
87,1884539,706,855,4,0
88,1884447,747,906,4,0
89,1884350,791,959,4,0
90,1884247,837,1016,5,0
91,1884138,886,1075,5,0
92,1884023,938,1139,5,0
93,1883901,992,1206,6,0
94,1883772,1050,1277,6,0
95,1883636,1112,1352,6,0
96,1883492,1177,1431,7,0
97,1883339,1245,1515,7,0
98,1883177,1318,1604,8,0
99,1883006,1395,1698,8,0
100,1882825,1477,1798,8,0
101,1882633,1563,1904,9,0
102,1882430,1654,2015,10,0
103,1882215,1750,2134,10,0
104,1881988,1853,2259,11,0
105,1881748,1961,2391,11,0
106,1881494,2075,2531,12,0
107,1881224,2196,2679,13,0
108,1880940,2324,2836,14,0
109,1880638,2459,3002,15,0
110,1880320,2602,3178,15,0
111,1879982,2754,3364,16,0
112,1879625,2914,3560,17,0
113,1879248,3083,3769,18,1
114,1878848,3262,3989,19,1
115,1878426,3452,4222,21,1
116,1877979,3652,4469,22,1
117,1877506,3864,4729,23,1
118,1877006,4088,5005,25,1
119,1876477,4325,5297,26,1
120,1875918,4575,5606,28,1
121,1875326,4840,5933,29,1
122,1874700,5120,6279,31,1
123,1874039,5416,6645,33,1
124,1873339,5729,7032,35,1
125,1872599,6059,7441,37,2
126,1871817,6409,7874,39,2
127,1870990,6778,8332,41,2
128,1870116,7168,8816,44,2
129,1869192,7579,9328,46,2
130,1868216,8015,9869,49,2
131,1867184,8474,10442,52,2
132,1866093,8960,11047,55,3
133,1864941,9472,11687,58,3
134,1863723,10013,12364,61,3
135,1862437,10584,13079,65,3
136,1861078,11187,13835,69,3
137,1859643,11823,14634,73,3
138,1858127,12494,15479,77,4
139,1856527,13201,16371,81,4
140,1854838,13948,17314,86,4
141,1853055,14735,18310,91,4
142,1851173,15564,19363,96,5
143,1849187,16438,20475,102,5
144,1847092,17359,21649,108,5
145,1844881,18329,22889,114,6
146,1842551,19351,24198,120,6
147,1840093,20426,25580,127,6
148,1837502,21558,27039,135,7
149,1834772,22748,28579,142,7
150,1831895,24000,30204,151,8
151,1828865,25316,31919,159,8
152,1825673,26699,33727,168,9
153,1822313,28152,35634,178,9
154,1818777,29677,37645,188,10
155,1815057,31278,39765,198,10
156,1811144,32957,41999,209,11
157,1807030,34717,44353,221,11
158,1802706,36561,46833,234,12
159,1798163,38492,49444,247,13
160,1793392,40513,52194,260,13
161,1788384,42628,55088,275,14
162,1783130,44837,58133,290,15
163,1777619,47145,61335,306,16
164,1771843,49554,64703,323,16
165,1765791,52066,68243,341,17
166,1759454,54684,71962,359,18
167,1752822,57410,75868,379,19
168,1745886,60245,79968,399,20
169,1738636,63191,84272,421,21
170,1731064,66250,88785,443,22
171,1723159,69423,93518,467,23
172,1714914,72709,98476,492,24
173,1706319,76110,103670,518,25
174,1697368,79625,109107,545,27
175,1688053,83253,114794,573,28
176,1678366,86993,120741,603,29
177,1668303,90842,126955,634,31
178,1657857,94799,133443,667,32
179,1647024,98861,140215,701,33
180,1635801,103022,147276,736,35
181,1624186,107279,154635,773,36
182,1612176,111626,162298,811,38
183,1599772,116056,170271,851,39
184,1586975,120563,178561,892,41
185,1573787,125139,187173,935,43
186,1560213,129775,196112,980,44
187,1546257,134461,205381,1026,46
188,1531927,139187,214986,1074,48
189,1517230,143942,224928,1124,49
190,1502177,148713,235209,1176,51
191,1486780,153488,245832,1229,53
192,1471051,158253,256795,1283,54
193,1455005,162995,268099,1340,56
194,1438658,167699,279742,1398,58
195,1422029,172350,291721,1458,59
196,1405137,176932,304031,1520,61
197,1388001,181429,316669,1583,63
198,1370644,185827,329629,1648,64
199,1353088,190109,342902,1714,66
200,1335358,194260,356482,1782,67
201,1317478,198264,370357,1851,69
202,1299474,202106,384519,1922,70
203,1281372,205772,398956,1994,72
204,1263199,209247,413654,2068,73
205,1244980,212519,428600,2143,74
206,1226744,215576,443780,2218,75
207,1208516,218405,459178,2295,76
208,1190323,220997,474779,2373,78
209,1172192,223343,490565,2452,78
210,1154147,225435,506518,2532,79
211,1136214,227265,522620,2613,80
212,1118416,228830,538854,2694,81
213,1100776,230125,555199,2775,81
214,1083316,231147,571637,2858,82
215,1066056,231896,588147,2940,82
216,1049017,232371,604711,3023,82
217,1032215,232575,621309,3106,82
