day,susceptible,infected,recovered,chilam,chilamPerDay
0,819921,5,0,0,0
1,819919,6,0,0,0
2,819916,8,0,0,0
3,819912,11,1,0,0
4,819908,15,2,0,0
5,819901,20,3,0,0
6,819893,27,4,0,0
7,819882,36,6,0,0
8,819868,48,9,0,0
9,819848,64,12,0,0
10,819822,85,17,0,0
11,819788,113,23,0,0
12,819743,151,31,0,0
13,819682,200,42,0,0
14,819602,266,56,0,0
15,819495,354,75,0,0
16,819353,470,101,0,0
17,819165,625,134,0,0
18,818915,830,179,0,0
19,818583,1103,238,1,0
20,818143,1464,317,1,0
21,817558,1945,422,2,0
22,816782,2581,561,2,0
23,815754,3426,745,3,0
24,814390,4544,990,4,1
25,812584,6026,1315,6,1
26,810195,7984,1745,8,2
27,807040,10570,2315,11,2
28,802878,13976,3070,15,3
29,797404,18452,4069,20,4
30,790225,24313,5387,26,6
31,780852,31949,7123,35,8
32,768681,41838,9406,47,11
33,752992,54539,12394,61,14
34,732957,70678,16290,81,19
35,707684,90902,21338,106,25
36,676300,115793,27831,139,32
37,638096,145726,36102,180,41
38,592732,180681,46511,232,52
39,540485,220022,59417,297,64
40,482470,262321,75133,375,78
41,420727,305327,93871,469,93
42,358057,346187,115680,578,109
43,297586,381931,140408,702,123
44,242138,410098,167689,838,136
45,193694,429249,196982,984,146
46,153132,439150,227643,1138,153
47,120325,440589,259011,1295,156
48,94462,434981,290481,1452,157
49,74416,423956,321552,1607,155
50,59025,409065,351835,1759,151
51,47246,391625,381054,1905,146
52,38219,372678,409027,2045,139
53,31270,353007,435647,2178,133
54,25885,333177,460862,2304,126
55,21677,313586,484661,2423,118
56,18361,294503,507060,2535,111
57,15723,276105,528096,2640,105
58,13605,258501,547818,2739,98
59,11889,241753,566283,2831,92
60,10487,225887,583551,2917,86
61,9331,210908,599686,2998,80
62,8371,196803,614751,3073,75
63,7567,183549,628808,3144,70
64,6890,171116,641919,3209,65
65,6314,159469,654141,3270,61
66,5823,148569,665532,3327,56
67,5401,138379,676144,3380,53
68,5036,128859,686029,3430,49
69,4720,119972,695233,3476,46
70,4444,111678,703803,3519,42
71,4201,103943,711780,3558,39
72,3988,96732,719204,3596,37
73,3800,90011,726114,3630,34
74,3633,83748,732543,3662,32
75,3485,77915,738525,3692,29
76,3352,72482,744091,3720,27
77,3234,67423,749268,3746,25
78,3127,62713,754084,3770,24
79,3032,58329,758564,3792,22
80,2945,54249,762730,3813,20
81,2867,50452,766605,3833,19
82,2797,46919,770209,3851,18
83,2733,43632,773560,3867,16
84,2675,40573,776677,3883,15
85,2622,37728,779575,3897,14
86,2573,35081,782270,3911,13
87,2529,32620,784776,3923,12
88,2489,30330,787106,3935,11
89,2452,28200,789272,3946,10
90,2418,26220,791286,3956,10
91,2388,24378,793159,3965,9
92,2359,22665,794901,3974,8
93,2333,21072,796520,3982,8
94,2309,19591,798025,3990,7
95,2287,18213,799424,3997,6
96,2267,16933,800725,4003,6
97,2248,15742,801935,4009,6
98,2231,14635,803059,4015,5
99,2215,13605,804105,4020,5
100,2200,12648,805076,4025,4
101,2186,11758,805980,4029,4
102,2174,10931,806820,4034,4
103,2162,10162,807601,4038,3
104,2152,9446,808326,4041,3
105,2142,8782,809001,4045,3
106,2132,8163,809629,4048,3
107,2124,7589,810212,4051,2
108,2116,7055,810754,4053,2
109,2109,6558,811258,4056,2
110,2102,6096,811726,4058,2
111,2096,5667,812162,4060,2
112,2090,5268,812566,4062,2
113,2085,4897,812943,4064,1
114,2080,4552,813293,4066,1
115,2075,4232,813618,4068,1
116,2071,3934,813920,4069,1
117,2067,3657,814201,4071,1
118,2063,3399,814462,4072,1
119,2060,3160,814705,4073,1
120,2057,2937,814931,4074,1
121,2054,2730,815141,4075,1
122,2051,2538,815336,4076,0
123,2048,2359,815517,4077,0
124,2046,2193,815686,4078,0
125,2044,2038,815842,4079,0
126,2042,1895,815988,4079,0
127,2040,1761,816123,4080,0
128,2038,1637,816249,4081,0
129,2036,1522,816366,4081,0
130,2035,1415,816475,4082,0
131,2034,1315,816576,4082,0
132,2032,1222,816670,4083,0
133,2031,1136,816757,4083,0
134,2030,1056,816838,4084,0
135,2029,982,816914,4084,0
136,2028,913,816984,4084,0
137,2027,848,817049,4085,0
138,2026,788,817110,4085,0
139,2025,733,817166,4085,0
140,2025,681,817219,4086,0
141,2024,633,817267,4086,0
142,2023,589,817313,4086,0
143,2023,547,817355,4086,0
144,2022,508,817394,4086,0
145,2022,473,817430,4087,0
146,2021,439,817464,4087,0
147,2021,408,817495,4087,0
148,2020,380,817525,4087,0
149,2020,353,817552,4087,0
150,2020,328,817577,4087,0
151,2019,305,817600,4088,0
152,2019,283,817622,4088,0
153,2019,263,817642,4088,0
154,2019,245,817661,4088,0
155,2018,227,817679,4088,0
156,2018,211,817695,4088,0
157,2018,196,817710,4088,0
158,2018,183,817724,4088,0
159,2017,170,817737,4088,0
160,2017,158,817750,4088,0
161,2017,147,817761,4088,0
162,2017,136,817771,4088,0
163,2017,127,817781,4088,0
164,2017,118,817790,4088,0
165,2017,109,817799,4088,0
166,2017,102,817806,4089,0
167,2016,94,817814,4089,0
168,2016,88,817821,4089,0
169,2016,81,817827,4089,0
170,2016,76,817833,4089,0
171,2016,70,817838,4089,0
172,2016,65,817843,4089,0
173,2016,61,817848,4089,0
174,2016,56,817852,4089,0
175,2016,52,817856,4089,0
176,2016,49,817860,4089,0
177,2016,45,817864,4089,0
178,2016,42,817867,4089,0
179,2016,39,817870,4089,0
180,2016,36,817873,4089,0
181,2016,34,817875,4089,0
182,2016,31,817878,4089,0
183,2015,29,817880,4089,0
184,2015,27,817882,4089,0
185,2015,25,817884,4089,0
186,2015,23,817886,4089,0
187,2015,22,817888,4089,0
188,2015,20,817889,4089,0
189,2015,19,817891,4089,0
190,2015,17,817892,4089,0
191,2015,16,817893,4089,0
192,2015,15,817894,4089,0
193,2015,14,817896,4089,0
194,2015,13,817897,4089,0
195,2015,12,817897,4089,0
196,2015,11,817898,4089,0
197,2015,10,817899,4089,0
198,2015,9,817900,4089,0
199,2015,9,817901,4089,0
200,2015,8,817901,4089,0
201,2015,7,817902,4089,0
202,2015,7,817902,4089,0
203,2015,6,817903,4089,0
204,2015,6,817903,4089,0
205,2015,5,817904,4089,0
206,2015,5,817904,4089,0
207,2015,5,817905,4089,0
208,2015,4,817905,4089,0
209,2015,4,817905,4089,0
210,2015,4,817906,4089,0
211,2015,3,817906,4089,0
212,2015,3,817906,4089,0
213,2015,3,817907,4089,0
214,2015,3,817907,4089,0
215,2015,2,817907,4089,0
216,2015,2,817907,4089,0
217,2015,2,817907,4089,0
218,2015,2,817908,4089,0
219,2015,2,817908,4089,0
220,2015,1,817908,4089,0
221,2015,1,817908,4089,0
222,2015,1,817908,4089,0
223,2015,1,817908,4089,0
224,2015,1,817908,4089,0
225,2015,1,817909,4089,0
226,2015,1,817909,4089,0
227,2015,1,817909,4089,0
228,2015,1,817909,4089,0
229,2015,1,817909,4089,0
230,2015,0,817909,4089,0
231,2015,0,817909,4089,0
232,2015,0,817909,4089,0
233,2015,0,817909,4089,0
234,2015,0,817909,4089,0
235,2015,0,817909,4089,0
236,2015,0,817909,4089,0
237,2015,0,817909,4089,0
238,2015,0,817909,4089,0
239,2015,0,817909,4089,0
240,2015,0,817909,4089,0
241,2015,0,817909,4089,0
242,2015,0,817910,4089,0
243,2015,0,817910,4089,0
244,2015,0,817910,4089,0
245,2015,0,817910,4089,0
246,2015,0,817910,4089,0
247,2015,0,817910,4089,0
248,2015,0,817910,4089,0
249,2015,0,817910,4089,0
250,2015,0,817910,4089,0
251,2015,0,817910,4089,0
252,2015,0,817910,4089,0
253,2015,0,817910,4089,0
254,2015,0,817910,4089,0
255,2015,0,817910,4089,0
256,2015,0,817910,4089,0
257,2015,0,817910,4089,0
258,2015,0,817910,4089,0
259,2015,0,817910,4089,0
260,2015,0,817910,4089,0
261,2015,0,817910,4089,0
262,2015,0,817910,4089,0
263,2015,0,817910,4089,0
264,2015,0,817910,4089,0
265,2015,0,817910,4089,0
266,2015,0,817910,4089,0
267,2015,0,817910,4089,0
268,2015,0,817910,4089,0
269,2015,0,817910,4089,0
270,2015,0,817910,4089,0
271,2015,0,817910,4089,0
272,2015,0,817910,4089,0
273,2015,0,817910,4089,0
274,2015,0,817910,4089,0
275,2015,0,817910,4089,0
276,2015,0,817910,4089,0
277,2015,0,817910,4089,0
278,2015,0,817910,4089,0
279,2015,0,817910,4089,0
280,2015,0,817910,4089,0
281,2015,0,817910,4089,0
282,2015,0,817910,4089,0
283,2015,0,817910,4089,0
284,2015,0,817910,4089,0
285,2015,0,817910,4089,0
286,2015,0,817910,4089,0
287,2015,0,817910,4089,0
288,2015,0,817910,4089,0
289,2015,0,817910,4089,0
290,2015,0,817910,4089,0
291,2015,0,817910,4089,0
292,2015,0,817910,4089,0
293,2015,0,817910,4089,0
294,2015,0,817910,4089,0
295,2015,0,817910,4089,0
296,2015,0,817910,4089,0
297,2015,0,817910,4089,0
298,2015,0,817910,4089,0
299,2015,0,817910,4089,0
300,2015,0,817910,4089,0
301,2015,0,817910,4089,0
302,2015,0,817910,4089,0
303,2015,0,817910,4089,0
304,2015,0,817910,4089,0
305,2015,0,817910,4089,0
306,2015,0,817910,4089,0
307,2015,0,817910,4089,0
308,2015,0,817910,4089,0
309,2015,0,817910,4089,0
310,2015,0,817910,4089,0
311,2015,0,817910,4089,0
312,2015,0,817910,4089,0
313,2015,0,817910,4089,0
314,2015,0,817910,4089,0
315,2015,0,817910,4089,0
316,2015,0,817910,4089,0
317,2015,0,817910,4089,0
318,2015,0,817910,4089,0
319,2015,0,817910,4089,0
320,2015,0,817910,4089,0
321,2015,0,817910,4089,0
322,2015,0,817910,4089,0
323,2015,0,817910,4089,0
324,2015,0,817910,4089,0
325,2015,0,817910,4089,0
326,2015,0,817910,4089,0
327,2015,0,817910,4089,0
328,2015,0,817910,4089,0
329,2015,0,817910,4089,0
330,2015,0,817910,4089,0
331,2015,0,817910,4089,0
332,2015,0,817910,4089,0
333,2015,0,817910,4089,0
334,2015,0,817910,4089,0
335,2015,0,817910,4089,0
336,2015,0,817910,4089,0
337,2015,0,817910,4089,0
338,2015,0,817910,4089,0
339,2015,0,817910,4089,0
340,2015,0,817910,4089,0
341,2015,0,817910,4089,0
342,2015,0,817910,4089,0
343,2015,0,817910,4089,0
344,2015,0,817910,4089,0
345,2015,0,817910,4089,0
346,2015,0,817910,4089,0
347,2015,0,817910,4089,0
348,2015,0,817910,4089,0
349,2015,0,817910,4089,0
350,2015,0,817910,4089,0
351,2015,0,817910,4089,0
352,2015,0,817910,4089,0
353,2015,0,817910,4089,0
354,2015,0,817910,4089,0
355,2015,0,817910,4089,0
356,2015,0,817910,4089,0
357,2015,0,817910,4089,0
358,2015,0,817910,4089,0
359,2015,0,817910,4089,0
360,2015,0,817910,4089,0
361,2015,0,817910,4089,0
362,2015,0,817910,4089,0
363,2015,0,817910,4089,0
364,2015,0,817910,4089,0
365,2015,0,817910,4089,0
366,2015,0,817910,4089,0
367,2015,0,817910,4089,0
368,2015,0,817910,4089,0
369,2015,0,817910,4089,0
370,2015,0,817910,4089,0
371,2015,0,817910,4089,0
372,2015,0,817910,4089,0
373,2015,0,817910,4089,0
374,2015,0,817910,4089,0
375,2015,0,817910,4089,0
376,2015,0,817910,4089,0
377,2015,0,817910,4089,0
378,2015,0,817910,4089,0
379,2015,0,817910,4089,0
380,2015,0,817910,4089,0
381,2015,0,817910,4089,0
382,2015,0,817910,4089,0
383,2015,0,817910,4089,0
384,2015,0,817910,4089,0
385,2015,0,817910,4089,0
386,2015,0,817910,4089,0
387,2015,0,817910,4089,0
388,2015,0,817910,4089,0
