day,susceptible,infected,recovered,chilam,chilamPerDay
0,1546869,5,0,0,0
1,1546868,5,0,0,0
2,1546866,6,0,0,0
3,1546865,7,1,0,0
4,1546864,8,1,0,0
5,1546862,9,2,0,0
6,1546860,10,2,0,0
7,1546858,11,3,0,0
8,1546856,13,4,0,0
9,1546853,14,5,0,0
10,1546850,16,6,0,0
11,1546847,18,7,0,0
12,1546843,21,9,0,0
13,1546839,24,10,0,0
14,1546834,27,12,0,0
15,1546829,30,14,0,0
16,1546822,34,16,0,0
17,1546815,39,18,0,0
18,1546808,44,21,0,0
19,1546799,49,24,0,0
20,1546789,56,28,0,0
21,1546778,63,32,0,0
22,1546765,71,36,0,0
23,1546751,80,42,0,0
24,1546735,91,47,0,0
25,1546716,102,54,0,0
26,1546696,116,61,0,0
27,1546673,130,69,0,0
28,1546646,147,79,0,0
29,1546617,166,89,0,0
30,1546583,188,101,0,0
31,1546546,212,115,0,0
32,1546503,239,130,0,0
33,1546455,270,147,0,0
34,1546401,305,166,0,0
35,1546340,344,188,0,0
36,1546271,388,213,1,0
37,1546194,438,241,1,0
38,1546106,495,272,1,0
39,1546007,558,307,1,0
40,1545895,630,347,1,0
41,1545769,711,392,1,0
42,1545627,803,443,2,0
43,1545466,906,500,2,0
44,1545285,1022,565,2,0
45,1545081,1153,638,3,0
46,1544851,1301,721,3,0
47,1544591,1468,814,4,0
48,1544297,1657,919,4,0
49,1543966,1869,1037,5,0
50,1543593,2109,1170,5,0
51,1543172,2379,1321,6,0
52,1542697,2684,1491,7,0
53,1542162,3028,1683,8,0
54,1541558,3415,1899,9,1
55,1540877,3852,2143,10,1
56,1540110,4344,2418,12,1
57,1539244,4899,2729,13,1
58,1538269,5524,3079,15,1
59,1537171,6229,3473,17,1
60,1535932,7022,3918,19,2
61,1534538,7915,4420,22,2
62,1532968,8920,4985,24,2
63,1531200,10051,5622,28,3
64,1529210,11322,6340,31,3
65,1526971,12752,7149,35,4
66,1524453,14359,8060,40,4
67,1521623,16164,9086,45,5
68,1518443,18189,10240,51,5
69,1514872,20461,11540,57,6
70,1510864,23007,13001,65,7
71,1506369,25858,14645,73,8
72,1501333,29048,16492,82,9
73,1495694,32611,18567,92,10
74,1489388,36589,20896,104,11
75,1482342,41021,23510,117,13
76,1474480,45953,26440,132,14
77,1465719,51431,29722,148,16
78,1455973,57504,33396,166,18
79,1445147,64222,37503,187,20
80,1433148,71634,42091,210,22
81,1419874,79791,47207,236,25
82,1405226,88740,52907,264,28
83,1389103,98524,59245,296,31
84,1371408,109182,66283,331,35
85,1352048,120743,74082,370,38
86,1330941,133225,82706,413,43
87,1308015,146635,92223,461,47
88,1283217,160959,102697,513,52
89,1256511,176167,114194,570,57
90,1227891,192204,126777,633,62
91,1197377,208989,140506,702,68
92,1165023,226415,155434,777,74
93,1130918,244348,171607,858,80
94,1095189,262623,189060,945,87
95,1058002,281052,207819,1039,93
96,1019556,299422,227894,1139,100
97,980085,317505,249282,1246,106
98,939852,335060,271961,1359,113
99,899136,351842,295894,1479,119
100,858234,367613,321026,1605,125
101,817442,382147,347284,1736,131
102,777053,395239,374581,1872,136
103,737344,406717,402812,2014,141
104,698570,416439,431864,2159,145
105,660957,424306,461609,2308,148
106,624696,430259,491917,2459,151
107,589945,434278,522650,2613,153
108,556820,436382,553670,2768,155
109,525403,436629,584841,2924,155
110,495742,435101,616029,3080,155
111,467854,431911,647108,3235,155
112,441727,427187,677959,3389,154
113,417330,421071,708472,3542,152
114,394610,413714,738549,3692,150
115,373502,405271,768100,3840,147
116,353930,395894,797048,3985,144
117,335814,385732,825326,4126,141
118,319066,374928,852879,4264,137
119,303599,363614,879660,4398,133
120,289326,351914,905632,4528,129
121,276162,339942,930769,4653,125
122,264024,327798,955051,4775,121
123,252834,315574,978465,4892,117
124,242518,303349,1001006,5005,112
125,233006,291192,1022674,5113,108
126,224233,279165,1043474,5217,103
127,216140,267318,1063414,5317,99
128,208669,255694,1082509,5412,95
129,201771,244329,1100773,5503,91
130,195397,233251,1118225,5591,87
131,189504,222483,1134886,5674,83
132,184053,212042,1150778,5753,79
133,179007,201942,1165924,5829,75
134,174333,192191,1180348,5901,72
135,170001,182795,1194076,5970,68
136,165983,173756,1207133,6035,65
137,162254,165074,1219544,6097,62
138,158791,156746,1231336,6156,58
139,155573,148768,1242532,6212,55
140,152581,141134,1253158,6265,53
141,149796,133837,1263239,6316,50
142,147204,126869,1272799,6363,47
143,144790,120222,1281861,6409,45
144,142539,113885,1290449,6452,42
145,140440,107849,1298583,6492,40
146,138482,102104,1306287,6531,38
147,136654,96639,1313580,6567,36
148,134946,91443,1320483,6602,34
149,133351,86507,1327015,6635,32
150,131859,81819,1333194,6665,30
151,130464,77370,1339038,6695,29
152,129159,73149,1344565,6722,27
153,127938,69145,1349790,6748,26
154,126794,65350,1354729,6773,24
155,125722,61753,1359397,6796,23
156,124719,58346,1363808,6819,22
157,123778,55119,1367975,6839,20
158,122896,52064,1371912,6859,19
159,122068,49173,1375631,6878,18
160,121292,46436,1379144,6895,17
161,120564,43848,1382461,6912,16
162,119881,41399,1385593,6927,15
163,119239,39084,1388550,6942,14
164,118636,36895,1391342,6956,13
165,118070,34825,1393977,6969,13
166,117539,32869,1396465,6982,12
167,117039,31021,1398812,6994,11
168,116570,29274,1401028,7005,11
169,116129,27625,1403119,7015,10
170,115714,26066,1405093,7025,9
171,115324,24594,1406954,7034,9
172,114957,23204,1408711,7043,8
173,114612,21892,1410369,7051,8
174,114288,20652,1411932,7059,7
175,113983,19482,1413408,7067,7
176,113695,18378,1414799,7073,6
177,113425,17335,1416112,7080,6
178,113171,16351,1417350,7086,6
179,112932,15422,1418518,7092,5
180,112707,14546,1419620,7098,5
181,112495,13719,1420659,7103,5
182,112295,12938,1421639,7108,4
183,112107,12202,1422563,7112,4
184,111930,11507,1423435,7117,4
185,111764,10852,1424257,7121,4
186,111607,10234,1425032,7125,3
187,111459,9650,1425763,7128,3
188,111320,9100,1426452,7132,3
189,111189,8581,1427102,7135,3
190,111066,8091,1427715,7138,3
191,110950,7630,1428293,7141,2
192,110840,7194,1428838,7144,2
193,110737,6783,1429352,7146,2
194,110640,6396,1429837,7149,2
195,110548,6030,1430294,7151,2
196,110462,5686,1430724,7153,2
197,110381,5361,1431131,7155,2
198,110305,5054,1431514,7157,1
199,110232,4765,1431875,7159,1
200,110165,4493,1432215,7161,1
201,110101,4236,1432536,7162,1
202,110040,3994,1432839,7164,1
203,109983,3765,1433124,7165,1
204,109930,3550,1433393,7166,1
205,109879,3347,1433646,7168,1
206,109832,3155,1433886,7169,1
207,109787,2975,1434111,7170,1
208,109745,2804,1434323,7171,1
209,109705,2644,1434524,7172,1
210,109667,2492,1434713,7173,0
211,109632,2350,1434891,7174,0
212,109599,2215,1435059,7175,0
213,109567,2088,1435217,7176,0
214,109538,1969,1435366,7176,0
215,109510,1856,1435507,7177,0
216,109484,1750,1435639,7178,0
217,109459,1649,1435764,7178,0
218,109436,1555,1435882,7179,0
219,109414,1466,1435993,7179,0
220,109393,1382,1436098,7180,0
221,109373,1303,1436197,7180,0
222,109355,1228,1436290,7181,0
223,109337,1158,1436378,7181,0
224,109321,1091,1436460,7182,0
225,109306,1029,1436538,7182,0
226,109291,970,1436612,7183,0
227,109277,914,1436681,7183,0
228,109264,862,1436746,7183,0
229,109252,812,1436808,7184,0
230,109241,766,1436866,7184,0
231,109230,722,1436921,7184,0
232,109220,680,1436972,7184,0
233,109210,641,1437021,7185,0
234,109201,605,1437067,7185,0
235,109193,570,1437110,7185,0
236,109185,537,1437151,7185,0
237,109177,506,1437189,7185,0
238,109170,477,1437225,7186,0
239,109163,450,1437260,7186,0
240,109157,424,1437292,7186,0
241,109151,400,1437322,7186,0
242,109145,377,1437351,7186,0
243,109140,355,1437378,7186,0
244,109135,335,1437403,7187,0
245,109130,316,1437427,7187,0
246,109125,298,1437450,7187,0
247,109121,280,1437471,7187,0
248,109117,264,1437491,7187,0
249,109114,249,1437510,7187,0
250,109110,235,1437528,7187,0
251,109107,221,1437544,7187,0
252,109104,209,1437560,7187,0
253,109101,197,1437575,7187,0
254,109098,185,1437589,7187,0
255,109095,175,1437603,7188,0
256,109093,165,1437615,7188,0
257,109090,155,1437627,7188,0
258,109088,146,1437638,7188,0
259,109086,138,1437648,7188,0
260,109084,130,1437658,7188,0
261,109082,122,1437668,7188,0
262,109081,115,1437676,7188,0
263,109079,109,1437685,7188,0
264,109078,102,1437693,7188,0
265,109076,97,1437700,7188,0
266,109075,91,1437707,7188,0
267,109073,86,1437713,7188,0
268,109072,81,1437720,7188,0
269,109071,76,1437725,7188,0
270,109070,72,1437731,7188,0
271,109069,68,1437736,7188,0
272,109068,64,1437741,7188,0
273,109067,60,1437745,7188,0
274,109066,57,1437750,7188,0
275,109065,53,1437754,7188,0
276,109065,50,1437758,7188,0
277,109064,47,1437761,7188,0
278,109063,45,1437765,7188,0
279,109063,42,1437768,7188,0
280,109062,40,1437771,7188,0
281,109061,37,1437774,7188,0
282,109061,35,1437776,7188,0
283,109060,33,1437779,7188,0
284,109060,31,1437781,7188,0
285,109060,29,1437784,7188,0
286,109059,28,1437786,7188,0
287,109059,26,1437788,7188,0
288,109058,24,1437790,7188,0
289,109058,23,1437791,7188,0
290,109058,22,1437793,7188,0
291,109057,20,1437795,7188,0
292,109057,19,1437796,7188,0
293,109057,18,1437798,7188,0
294,109056,17,1437799,7188,0
295,109056,16,1437800,7189,0
296,109056,15,1437801,7189,0
297,109056,14,1437803,7189,0
298,109056,13,1437804,7189,0
299,109055,13,1437805,7189,0
300,109055,12,1437806,7189,0
301,109055,11,1437806,7189,0
302,109055,10,1437807,7189,0
303,109055,10,1437808,7189,0
304,109055,9,1437809,7189,0
305,109054,9,1437809,7189,0
306,109054,8,1437810,7189,0
307,109054,8,1437811,7189,0
308,109054,7,1437811,7189,0
309,109054,7,1437812,7189,0
310,109054,6,1437812,7189,0
311,109054,6,1437813,7189,0
312,109054,6,1437813,7189,0
