day,susceptible,infected,recovered,chilam,chilamPerDay
0,819921,5,0,0,0
1,819920,5,0,0,0
2,819918,6,0,0,0
3,819917,7,1,0,0
4,819916,8,1,0,0
5,819914,9,2,0,0
6,819912,10,2,0,0
7,819910,11,3,0,0
8,819908,13,4,0,0
9,819905,14,5,0,0
10,819902,16,6,0,0
11,819899,18,7,0,0
12,819895,21,9,0,0
13,819891,24,10,0,0
14,819886,27,12,0,0
15,819881,30,14,0,0
16,819874,34,16,0,0
17,819867,39,18,0,0
18,819860,44,21,0,0
19,819851,49,24,0,0
20,819841,56,28,0,0
21,819830,63,32,0,0
22,819817,71,36,0,0
23,819803,80,42,0,0
24,819787,91,47,0,0
25,819768,102,54,0,0
26,819748,116,61,0,0
27,819725,130,69,0,0
28,819698,147,79,0,0
29,819669,166,89,0,0
30,819635,188,101,0,0
31,819598,212,115,0,0
32,819555,239,130,0,0
33,819507,270,147,0,0
34,819453,305,166,0,0
35,819392,344,188,0,0
36,819324,388,213,1,0
37,819246,438,241,1,0
38,819158,494,272,1,0
39,819059,558,307,1,0
40,818948,630,347,1,0
41,818822,711,392,1,0
42,818680,802,443,2,0
43,818520,905,500,2,0
44,818339,1021,565,2,0
45,818135,1152,638,3,0
46,817905,1299,720,3,0
47,817646,1466,813,4,0
48,817353,1653,918,4,0
49,817024,1865,1036,5,0
50,816652,2104,1169,5,0
51,816233,2372,1319,6,0
52,815760,2675,1489,7,0
53,815228,3017,1680,8,0
54,814628,3401,1895,9,1
55,813952,3834,2138,10,1
56,813191,4322,2412,12,1
57,812333,4870,2721,13,1
58,811368,5487,3069,15,1
59,810282,6181,3461,17,1
60,809060,6962,3903,19,2
61,807686,7838,4400,22,2
62,806142,8823,4960,24,2
63,804407,9928,5590,27,3
64,802459,11167,6299,31,3
65,800273,12555,7097,35,3
66,797822,14109,7994,39,4
67,795076,15847,9001,45,5
68,792003,17788,10133,50,5
69,788566,19954,11404,57,6
70,784728,22367,12829,64,7
71,780446,25051,14427,72,7
72,775677,28031,16217,81,8
73,770373,31332,18219,91,10
74,764486,34982,20457,102,11
75,757962,39007,22956,114,12
76,750750,43432,25742,128,13
77,742796,48284,28844,144,15
78,734048,53583,32293,161,17
79,724454,59350,36121,180,19
80,713966,65599,40360,201,21
81,702541,72338,45046,225,23
82,690145,79567,50213,251,25
83,676750,87279,55896,279,28
84,662342,95452,62130,310,31
85,646921,104056,68948,344,34
86,630500,113043,76381,381,37
87,613115,122354,84456,422,40
88,594816,131913,93195,465,43
89,575677,141630,102618,513,47
90,555789,151402,112734,563,50
91,535263,161113,123549,617,54
92,514227,170640,135057,675,57
93,492823,179856,147246,736,60
94,471202,188630,160093,800,64
95,449521,196837,173566,867,67
96,427938,204360,187626,938,70
97,406606,211095,202224,1011,72
98,385669,216954,217302,1086,75
99,365259,221867,232799,1163,77
100,345491,225787,248646,1243,79
101,326463,228687,264774,1323,80
102,308252,230563,281109,1405,81
103,290916,231430,297578,1487,82
104,274493,231322,314109,1570,82
105,259005,230288,330632,1653,82
106,244456,228388,347081,1735,82
107,230837,225693,363395,1816,81
108,218129,222280,379516,1897,80
109,206302,218229,395393,1976,79
110,195320,213623,410981,2054,77
111,185142,208542,426240,2131,76
112,175724,203064,441136,2205,74
113,167020,197264,455641,2278,72
114,158983,191210,469731,2348,70
115,151568,184967,483389,2416,68
116,144730,178594,496601,2483,66
117,138425,172142,509358,2546,63
118,132612,165658,521654,2608,61
119,127254,159184,533487,2667,59
120,122312,152755,544857,2724,56
121,117755,146401,555768,2778,54
122,113550,140149,566226,2831,52
123,109668,134020,576236,2881,50
124,106083,128032,585809,2929,47
125,102770,122200,594955,2974,45
126,99706,116535,603683,3018,43
127,96872,111045,612007,3060,41
128,94248,105737,619939,3099,39
129,91817,100615,627492,3137,37
130,89564,95682,634679,3173,35
131,87473,90938,641513,3207,34
132,85533,86383,648009,3240,32
133,83731,82015,654179,3270,30
134,82056,77831,660037,3300,29
135,80498,73830,665597,3327,27
136,79048,70006,670871,3354,26
137,77698,66355,675871,3379,25
138,76441,62873,680611,3403,23
139,75268,59554,685102,3425,22
140,74175,56394,689356,3446,21
141,73154,53386,693384,3466,20
142,72202,50525,697197,3485,19
143,71312,47806,700806,3504,18
144,70480,45223,704221,3521,17
145,69703,42770,707451,3537,16
146,68976,40442,710506,3552,15
147,68295,38234,713395,3566,14
148,67658,36140,716126,3580,13
149,67062,34155,718708,3593,12
150,66503,32274,721147,3605,12
151,65979,30492,723453,3617,11
152,65489,28805,725631,3628,10
153,65029,27208,727688,3638,10
154,64597,25696,729632,3648,9
155,64192,24265,731467,3657,9
156,63812,22912,733201,3666,8
157,63455,21632,734837,3674,8
158,63121,20421,736382,3681,7
159,62806,19277,737841,3689,7
160,62511,18196,739218,3696,6
161,62233,17173,740518,3702,6
162,61973,16207,741744,3708,6
163,61728,15295,742902,3714,5
164,61497,14432,743995,3719,5
165,61281,13618,745026,3725,5
166,61077,12849,745998,3729,4
167,60886,12122,746916,3734,4
168,60706,11437,747782,3738,4
169,60536,10789,748599,3742,4
170,60377,10178,749370,3746,3
171,60227,9600,750097,3750,3
172,60086,9056,750783,3753,3
173,59953,8542,751429,3757,3
174,59829,8056,752040,3760,3
175,59711,7598,752615,3763,2
176,59600,7166,753158,3765,2
177,59496,6759,753670,3768,2
178,59398,6374,754153,3770,2
179,59306,6011,754608,3773,2
180,59219,5669,755037,3775,2
181,59137,5345,755442,3777,2
182,59060,5041,755824,3779,1
183,58987,4753,756184,3780,1
184,58919,4482,756524,3782,1
185,58854,4226,756844,3784,1
186,58794,3985,757146,3785,1
187,58736,3758,757431,3787,1
188,58683,3543,757699,3788,1
189,58632,3341,757952,3789,1
190,58584,3150,758191,3790,1
191,58539,2970,758416,3792,1
192,58497,2800,758628,3793,1
193,58457,2640,758828,3794,1
194,58419,2489,759017,3795,0
195,58384,2347,759194,3795,0
196,58350,2212,759362,3796,0
197,58319,2086,759520,3797,0
198,58289,1966,759669,3798,0
199,58261,1854,759810,3799,0
200,58235,1748,759942,3799,0
201,58210,1648,760067,3800,0
202,58186,1553,760185,3800,0
203,58164,1465,760296,3801,0
204,58144,1381,760400,3802,0
205,58124,1302,760499,3802,0
206,58105,1227,760592,3802,0
207,58088,1157,760680,3803,0
208,58072,1090,760762,3803,0
209,58056,1028,760840,3804,0
210,58042,969,760914,3804,0
211,58028,914,760983,3804,0
212,58015,861,761048,3805,0
213,58003,812,761110,3805,0
214,57991,765,761168,3805,0
215,57980,721,761223,3806,0
216,57970,680,761274,3806,0
217,57961,641,761323,3806,0
218,57952,604,761369,3806,0
219,57943,570,761412,3807,0
220,57935,537,761452,3807,0
221,57927,506,761491,3807,0
222,57920,477,761527,3807,0
223,57913,450,761561,3807,0
224,57907,424,761593,3807,0
225,57901,400,761624,3808,0
226,57895,377,761652,3808,0
227,57890,355,761679,3808,0
228,57885,335,761705,3808,0
229,57880,316,761729,3808,0
230,57876,297,761751,3808,0
231,57872,280,761772,3808,0
232,57868,264,761793,3808,0
233,57864,249,761811,3809,0
234,57860,235,761829,3809,0
235,57857,221,761846,3809,0
236,57854,209,761862,3809,0
237,57851,197,761877,3809,0
238,57848,185,761891,3809,0
239,57846,175,761904,3809,0
240,57843,165,761917,3809,0
241,57841,155,761928,3809,0
242,57839,146,761940,3809,0
243,57837,138,761950,3809,0
244,57835,130,761960,3809,0
245,57833,122,761969,3809,0
246,57831,115,761978,3809,0
247,57829,109,761986,3809,0
248,57828,102,761994,3809,0
249,57826,97,762001,3810,0
250,57825,91,762008,3810,0
251,57824,86,762015,3810,0
252,57823,81,762021,3810,0
253,57821,76,762027,3810,0
254,57820,72,762032,3810,0
255,57819,68,762038,3810,0
256,57818,64,762042,3810,0
257,57817,60,762047,3810,0
258,57817,57,762051,3810,0
259,57816,53,762055,3810,0
260,57815,50,762059,3810,0
261,57814,47,762063,3810,0
262,57814,45,762066,3810,0
263,57813,42,762070,3810,0
264,57812,40,762073,3810,0
265,57812,37,762075,3810,0
266,57811,35,762078,3810,0
267,57811,33,762081,3810,0
268,57810,31,762083,3810,0
269,57810,29,762085,3810,0
270,57809,28,762087,3810,0
271,57809,26,762089,3810,0
272,57809,24,762091,3810,0
273,57808,23,762093,3810,0
274,57808,22,762095,3810,0
275,57808,20,762096,3810,0
276,57807,19,762098,3810,0
277,57807,18,762099,3810,0
278,57807,17,762101,3810,0
279,57807,16,762102,3810,0
280,57806,15,762103,3810,0
281,57806,14,762104,3810,0
282,57806,13,762105,3810,0
283,57806,13,762106,3810,0
284,57806,12,762107,3810,0
285,57805,11,762108,3810,0
286,57805,10,762109,3810,0
287,57805,10,762110,3810,0
288,57805,9,762110,3810,0
289,57805,9,762111,3810,0
290,57805,8,762112,3810,0
291,57805,8,762112,3810,0
292,57804,7,762113,3810,0
293,57804,7,762113,3810,0
294,57804,6,762114,3810,0
295,57804,6,762114,3810,0
296,57804,6,762115,3810,0
297,57804,5,762115,3810,0
298,57804,5,762116,3810,0
299,57804,5,762116,3810,0
300,57804,4,762116,3810,0
301,57804,4,762117,3810,0
302,57804,4,762117,3810,0
303,57804,4,762117,3810,0
304,57803,3,762118,3810,0
305,57803,3,762118,3810,0
306,57803,3,762118,3810,0
307,57803,3,762118,3810,0
308,57803,2,762119,3810,0
309,57803,2,762119,3810,0
310,57803,2,762119,3810,0
311,57803,2,762119,3810,0
312,57803,2,762119,3810,0
313,57803,2,762120,3810,0
314,57803,2,762120,3810,0
315,57803,1,762120,3810,0
316,57803,1,762120,3810,0
317,57803,1,762120,3810,0
318,57803,1,762120,3810,0
319,57803,1,762120,3810,0
320,57803,1,762121,3810,0
321,57803,1,762121,3810,0
322,57803,1,762121,3810,0
323,57803,1,762121,3810,0
324,57803,1,762121,3810,0
325,57803,1,762121,3810,0
326,57803,1,762121,3810,0
327,57803,0,762121,3810,0
328,57803,0,762121,3810,0
329,57803,0,762121,3810,0
330,57803,0,762121,3810,0
331,57803,0,762121,3810,0
332,57803,0,762122,3810,0
333,57803,0,762122,3810,0
334,57803,0,762122,3810,0
335,57803,0,762122,3810,0
336,57803,0,762122,3810,0
337,57803,0,762122,3810,0
338,57803,0,762122,3810,0
339,57803,0,762122,3810,0
340,57803,0,762122,3810,0
341,57803,0,762122,3810,0
342,57803,0,762122,3810,0
343,57803,0,762122,3810,0
344,57803,0,762122,3810,0
345,57803,0,762122,3810,0
346,57803,0,762122,3810,0
347,57803,0,762122,3810,0
348,57803,0,762122,3810,0
349,57803,0,762122,3810,0
350,57803,0,762122,3810,0
351,57803,0,762122,3810,0
352,57803,0,762122,3810,0
353,57803,0,762122,3810,0
354,57803,0,762122,3810,0
355,57803,0,762122,3810,0
356,57803,0,762122,3810,0
357,57803,0,762122,3810,0
358,57803,0,762122,3810,0
359,57803,0,762122,3810,0
360,57803,0,762122,3810,0
361,57803,0,762122,3810,0
362,57803,0,762122,3810,0
363,57803,0,762122,3810,0
364,57803,0,762122,3810,0
365,57803,0,762122,3810,0
366,57803,0,762122,3810,0
367,57803,0,762122,3810,0
368,57803,0,762122,3810,0
369,57803,0,762122,3810,0
370,57803,0,762122,3810,0
371,57803,0,762122,3810,0
372,57803,0,762122,3810,0
373,57803,0,762122,3810,0
374,57803,0,762122,3810,0
375,57803,0,762122,3810,0
376,57803,0,762122,3810,0
377,57803,0,762122,3810,0
378,57803,0,762122,3810,0
379,57803,0,762122,3810,0
380,57803,0,762122,3810,0
381,57803,0,762122,3810,0
382,57803,0,762122,3810,0
383,57803,0,762122,3810,0
384,57803,0,762122,3810,0
385,57803,0,762122,3810,0
386,57803,0,762122,3810,0
387,57803,0,762122,3810,0
388,57803,0,762122,3810,0
389,57803,0,762122,3810,0
390,57803,0,762122,3810,0
391,57803,0,762122,3810,0
392,57803,0,762122,3810,0
393,57803,0,762122,3810,0
394,57803,0,762122,3810,0
395,57803,0,762122,3810,0
396,57803,0,762122,3810,0
397,57803,0,762122,3810,0
398,57803,0,762122,3810,0
399,57803,0,762122,3810,0
400,57803,0,762122,3810,0
401,57803,0,762122,3810,0
402,57803,0,762122,3810,0
403,57803,0,762122,3810,0
404,57803,0,762122,3810,0
405,57803,0,762122,3810,0
406,57803,0,762122,3810,0
407,57803,0,762122,3810,0
408,57803,0,762122,3810,0
409,57803,0,762122,3810,0
410,57803,0,762122,3810,0
411,57803,0,762122,3810,0
412,57803,0,762122,3810,0
413,57803,0,762122,3810,0
414,57803,0,762122,3810,0
415,57803,0,762122,3810,0
416,57803,0,762122,3810,0
417,57803,0,762122,3810,0
418,57803,0,762122,3810,0
419,57803,0,762122,3810,0
420,57803,0,762122,3810,0
421,57803,0,762122,3810,0
422,57803,0,762122,3810,0
423,57803,0,762122,3810,0
424,57803,0,762122,3810,0
425,57803,0,762122,3810,0
426,57803,0,762122,3810,0
427,57803,0,762122,3810,0
428,57803,0,762122,3810,0
429,57803,0,762122,3810,0
430,57803,0,762122,3810,0
431,57803,0,762122,3810,0
432,57803,0,762122,3810,0
433,57803,0,762122,3810,0
434,57803,0,762122,3810,0
435,57803,0,762122,3810,0
436,57803,0,762122,3810,0
437,57803,0,762122,3810,0
438,57803,0,762122,3810,0
439,57803,0,762122,3810,0
440,57803,0,762122,3810,0
441,57803,0,762122,3810,0
442,57803,0,762122,3810,0
443,57803,0,762122,3810,0
444,57803,0,762122,3810,0
445,57803,0,762122,3810,0
446,57803,0,762122,3810,0
447,57803,0,762122,3810,0
448,57803,0,762122,3810,0
449,57803,0,762122,3810,0
450,57803,0,762122,3810,0
451,57803,0,762122,3810,0
452,57803,0,762122,3810,0
453,57803,0,762122,3810,0
454,57803,0,762122,3810,0
455,57803,0,762122,3810,0
456,57803,0,762122,3810,0
457,57803,0,762122,3810,0
458,57803,0,762122,3810,0
459,57803,0,762122,3810,0
460,57803,0,762122,3810,0
461,57803,0,762122,3810,0
462,57803,0,762122,3810,0
463,57803,0,762122,3810,0
464,57803,0,762122,3810,0
465,57803,0,762122,3810,0
466,57803,0,762122,3810,0
467,57803,0,762122,3810,0
468,57803,0,762122,3810,0
469,57803,0,762122,3810,0
470,57803,0,762122,3810,0
471,57803,0,762122,3810,0
472,57803,0,762122,3810,0
473,57803,0,762122,3810,0
474,57803,0,762122,3810,0
475,57803,0,762122,3810,0
476,57803,0,762122,3810,0
477,57803,0,762122,3810,0
478,57803,0,762122,3810,0
479,57803,0,762122,3810,0
480,57803,0,762122,3810,0
481,57803,0,762122,3810,0
482,57803,0,762122,3810,0
483,57803,0,762122,3810,0
484,57803,0,762122,3810,0
485,57803,0,762122,3810,0
486,57803,0,762122,3810,0
487,57803,0,762122,3810,0
488,57803,0,762122,3810,0
489,57803,0,762122,3810,0
490,57803,0,762122,3810,0
491,57803,0,762122,3810,0
492,57803,0,762122,3810,0
493,57803,0,762122,3810,0
494,57803,0,762122,3810,0
495,57803,0,762122,3810,0
496,57803,0,762122,3810,0
497,57803,0,762122,3810,0
498,57803,0,762122,3810,0
499,57803,0,762122,3810,0
500,57803,0,762122,3810,0
501,57803,0,762122,3810,0
502,57803,0,762122,3810,0
503,57803,0,762122,3810,0
504,57803,0,762122,3810,0
505,57803,0,762122,3810,0
506,57803,0,762122,3810,0
507,57803,0,762122,3810,0
508,57803,0,762122,3810,0
509,57803,0,762122,3810,0
510,57803,0,762122,3810,0
511,57803,0,762122,3810,0
512,57803,0,762122,3810,0
513,57803,0,762122,3810,0
514,57803,0,762122,3810,0
515,57803,0,762122,3810,0
516,57803,0,762122,3810,0
517,57803,0,762122,3810,0
518,57803,0,762122,3810,0
519,57803,0,762122,3810,0
520,57803,0,762122,3810,0
521,57803,0,762122,3810,0
522,57803,0,762122,3810,0
523,57803,0,762122,3810,0
524,57803,0,762122,3810,0
525,57803,0,762122,3810,0
526,57803,0,762122,3810,0
527,57803,0,762122,3810,0
528,57803,0,762122,3810,0
529,57803,0,762122,3810,0
530,57803,0,762122,3810,0
531,57803,0,762122,3810,0
532,57803,0,762122,3810,0
533,57803,0,762122,3810,0
534,57803,0,762122,3810,0
535,57803,0,762122,3810,0
536,57803,0,762122,3810,0
537,57803,0,762122,3810,0
538,57803,0,762122,3810,0
539,57803,0,762122,3810,0
540,57803,0,762122,3810,0
541,57803,0,762122,3810,0
542,57803,0,762122,3810,0
543,57803,0,762122,3810,0
544,57803,0,762122,3810,0
545,57803,0,762122,3810,0
546,57803,0,762122,3810,0
547,57803,0,762122,3810,0
548,57803,0,762122,3810,0
549,57803,0,762122,3810,0
550,57803,0,762122,3810,0
551,57803,0,762122,3810,0
552,57803,0,762122,3810,0
553,57803,0,762122,3810,0
554,57803,0,762122,3810,0
555,57803,0,762122,3810,0
556,57803,0,762122,3810,0
557,57803,0,762122,3810,0
558,57803,0,762122,3810,0
559,57803,0,762122,3810,0
560,57803,0,762122,3810,0
561,57803,0,762122,3810,0
562,57803,0,762122,3810,0
563,57803,0,762122,3810,0
564,57803,0,762122,3810,0
565,57803,0,762122,3810,0
566,57803,0,762122,3810,0
567,57803,0,762122,3810,0
568,57803,0,762122,3810,0
569,57803,0,762122,3810,0
570,57803,0,762122,3810,0
571,57803,0,762122,3810,0
572,57803,0,762122,3810,0
573,57803,0,762122,3810,0
574,57803,0,762122,3810,0
575,57803,0,762122,3810,0
576,57803,0,762122,3810,0
577,57803,0,762122,3810,0
578,57803,0,762122,3810,0
579,57803,0,762122,3810,0
580,57803,0,762122,3810,0
581,57803,0,762122,3810,0
582,57803,0,762122,3810,0
583,57803,0,762122,3810,0
584,57803,0,762122,3810,0
585,57803,0,762122,3810,0
586,57803,0,762122,3810,0
587,57803,0,762122,3810,0
588,57803,0,762122,3810,0
589,57803,0,762122,3810,0
590,57803,0,762122,3810,0
591,57803,0,762122,3810,0
592,57803,0,762122,3810,0
593,57803,0,762122,3810,0
594,57803,0,762122,3810,0
595,57803,0,762122,3810,0
