day,susceptible,infected,recovered,chilam,chilamPerDay
0,870663,5,0,0,0
1,870662,5,0,0,0
2,870661,5,0,0,0
3,870660,5,1,0,0
4,870660,6,1,0,0
5,870659,6,2,0,0
6,870658,7,2,0,0
7,870657,7,2,0,0
8,870656,7,3,0,0
9,870655,8,4,0,0
10,870654,8,4,0,0
11,870653,9,5,0,0
12,870652,9,5,0,0
13,870650,10,6,0,0
14,870649,11,7,0,0
15,870648,11,8,0,0
16,870646,12,9,0,0
17,870644,13,9,0,0
18,870643,13,10,0,0
19,870641,14,11,0,0
20,870639,15,12,0,0
21,870637,16,14,0,0
22,870635,17,15,0,0
23,870633,18,16,0,0
24,870630,19,17,0,0
25,870628,20,19,0,0
26,870625,21,20,0,0
27,870622,23,22,0,0
28,870619,24,23,0,0
29,870616,26,25,0,0
30,870612,27,27,0,0
31,870609,29,29,0,0
32,870605,30,31,0,0
33,870601,32,33,0,0
34,870597,34,36,0,0
35,870592,36,38,0,0
36,870587,38,41,0,0
37,870582,41,43,0,0
38,870577,43,46,0,0
39,870571,46,50,0,0
40,870565,48,53,0,0
41,870559,51,56,0,0
42,870552,54,60,0,0
43,870545,57,64,0,0
44,870538,61,68,0,0
45,870530,64,72,0,0
46,870521,68,77,0,0
47,870513,72,82,0,0
48,870503,76,87,0,0
49,870493,81,93,0,0
50,870483,86,98,0,0
51,870471,91,105,0,0
52,870460,96,111,0,0
53,870447,102,118,0,0
54,870434,108,125,0,0
55,870420,114,133,0,0
56,870405,121,141,0,0
57,870389,128,150,0,0
58,870372,135,159,0,0
59,870355,143,169,0,0
60,870336,152,179,0,0
61,870316,160,190,0,0
62,870295,170,201,1,0
63,870273,180,213,1,0
64,870250,190,226,1,0
65,870225,202,240,1,0
66,870199,213,254,1,0
67,870171,226,270,1,0
68,870142,239,286,1,0
69,870111,253,303,1,0
70,870078,268,321,1,0
71,870043,284,340,1,0
72,870006,300,360,1,0
73,869967,318,382,1,0
74,869925,336,405,2,0
75,869882,356,429,2,0
76,869835,377,454,2,0
77,869786,399,481,2,0
78,869734,422,510,2,0
79,869680,447,540,2,0
80,869621,473,572,2,0
81,869560,501,606,3,0
82,869495,530,642,3,0
83,869426,561,679,3,0
84,869353,594,720,3,0
85,869276,629,762,3,0
86,869194,665,807,4,0
87,869108,704,855,4,0
88,869016,745,905,4,0
