day,susceptible,infected,recovered,chilam,chilamPerDay
0,1843353,5,0,0,0
1,1843351,6,0,0,0
2,1843348,8,0,0,0
3,1843344,11,1,0,0
4,1843340,15,2,0,0
5,1843333,20,3,0,0
6,1843325,27,4,0,0
7,1843314,36,6,0,0
8,1843300,48,9,0,0
9,1843280,64,12,0,0
10,1843254,85,17,0,0
11,1843220,113,23,0,0
12,1843175,151,31,0,0
13,1843114,200,42,0,0
14,1843034,266,56,0,0
15,1842927,354,75,0,0
16,1842785,470,101,0,0
17,1842597,625,134,0,0
18,1842347,831,179,0,0
19,1842014,1104,239,1,0
20,1841573,1466,317,1,0
21,1840987,1947,422,2,0
22,1840209,2586,561,2,0
23,1839176,3434,746,3,0
24,1837805,4560,991,4,1
25,1835986,6053,1317,6,1
26,1833575,8032,1750,8,2
27,1830379,10655,2323,11,2
28,1826147,14126,3084,15,3
29,1820549,18714,4093,20,5
30,1813156,24771,5430,27,6
31,1803409,32748,7200,36,8
32,1790594,43224,9539,47,11
33,1773799,56931,12626,63,15
34,1751886,74778,16693,83,20
35,1723459,97864,22034,110,26
36,1686859,127473,29024,145,34
37,1640199,165028,38130,190,45
38,1581462,211977,49918,249,58
39,1508718,269580,65059,325,75
40,1420461,338581,84315,421,96
41,1316099,418758,108499,542,120
42,1196506,508439,138411,692,149
43,1064497,604132,174728,873,181
44,924947,700528,217881,1089,215
45,784344,791093,267919,1339,250
46,649701,869230,324426,1622,282
47,527154,929688,386514,1932,310
48,420807,969629,452921,2264,332
49,332267,988909,522180,2610,346
50,260966,989573,592817,2964,353
51,204928,974927,663502,3317,353
52,161574,948643,733140,3665,348
53,128314,914143,800900,4004,338
54,102861,874299,866197,4330,326
55,83346,831364,928647,4643,312
56,68310,787016,988031,4940,296
57,56644,742466,1044246,5221,281
58,47518,698559,1097280,5486,265
59,40315,655864,1147177,5735,249
60,34577,614754,1194025,5970,234
61,29964,575456,1237936,6189,219
62,26223,538093,1279041,6395,205
63,23161,502720,1317476,6587,192
64,20634,469337,1353385,6766,179
65,18533,437915,1386909,6934,167
66,16772,408396,1418189,7090,156
67,15285,380711,1447360,7236,145
68,14022,354780,1474554,7372,135
69,12943,330518,1499896,7499,126
70,12015,307837,1523505,7617,118
71,11212,286652,1545493,7727,109
72,10514,266874,1565968,7829,102
73,9906,248420,1585031,7925,95
74,9372,231210,1602775,8013,88
75,8901,215165,1619290,8096,82
76,8486,200211,1634659,8173,76
77,8117,186279,1648960,8244,71
78,7789,173301,1662266,8311,66
79,7496,161216,1674645,8373,61
80,7234,149962,1686160,8430,57
81,6998,139486,1696872,8484,53
82,6786,129734,1706836,8534,49
83,6595,120659,1716102,8580,46
84,6423,112213,1724721,8623,43
85,6266,104354,1732736,8663,40
86,6124,97042,1740190,8700,37
87,5995,90239,1747122,8735,34
88,5878,83911,1753568,8767,32
89,5771,78024,1759561,8797,29
90,5673,72549,1765134,8825,27
91,5584,67456,1770317,8851,25
92,5502,62719,1775135,8875,24
93,5427,58314,1779615,8898,22
94,5359,54218,1783780,8918,20
95,5296,50408,1787653,8938,19
96,5238,46865,1791254,8956,18
97,5184,43571,1794601,8973,16
98,5135,40508,1797714,8988,15
99,5090,37659,1800607,9003,14
100,5049,35011,1803297,9016,13
101,5010,32548,1805798,9028,12
102,4975,30259,1808123,9040,11
103,4942,28130,1810284,9051,10
104,4912,26151,1812293,9061,10
105,4884,24311,1814161,9070,9
106,4858,22600,1815898,9079,8
107,4835,21010,1817512,9087,8
108,4812,19531,1819013,9095,7
109,4792,18156,1820408,9102,6
110,4773,16878,1821705,9108,6
111,4756,15690,1822911,9114,6
112,4740,14585,1824031,9120,5
113,4725,13559,1825073,9125,5
114,4711,12604,1826042,9130,4
115,4698,11717,1826942,9134,4
116,4686,10892,1827779,9138,4
117,4675,10125,1828557,9142,3
118,4664,9412,1829280,9146,3
119,4655,8749,1829953,9149,3
120,4646,8133,1830578,9152,3
121,4638,7560,1831159,9155,2
122,4630,7028,1831699,9158,2
123,4623,6533,1832201,9161,2
124,4617,6073,1832667,9163,2
125,4611,5645,1833101,9165,2
126,4605,5247,1833504,9167,2
127,4600,4878,1833879,9169,1
128,4595,4534,1834228,9171,1
129,4590,4215,1834552,9172,1
130,4586,3918,1834853,9174,1
131,4582,3642,1835132,9175,1
132,4579,3385,1835393,9176,1
133,4575,3147,1835634,9178,1
134,4572,2925,1835859,9179,1
135,4569,2719,1836068,9180,1
136,4566,2527,1836263,9181,0
137,4564,2349,1836443,9182,0
138,4562,2184,1836611,9183,0
139,4559,2030,1836767,9183,0
140,4557,1887,1836912,9184,0
141,4556,1754,1837047,9185,0
142,4554,1630,1837172,9185,0
143,4552,1516,1837289,9186,0
144,4551,1409,1837397,9186,0
145,4549,1310,1837498,9187,0
146,4548,1217,1837591,9187,0
147,4547,1131,1837678,9188,0
