day,susceptible,infected,recovered,chilam,chilamPerDay,symptomatic,percentOfTotalInfected
0,462146,5,0,0,0,2.5,7.735344770504697e-05
1,462161,6,0,0,0,3.0,9.282413724605638e-05
2,462176,8,0,0,0,4.0,0.00012376551632807515
3,462190,11,1,0,0,5.5,0.00017017758495110332
4,462204,15,2,0,0,7.5,0.0002320603431151409
5,462215,20,3,0,0,10.0,0.0003094137908201879
6,462224,27,4,0,0,13.5,0.0004177086176072537
7,462231,36,6,0,0,18.0,0.0005569448234763382
8,462234,48,9,0,0,24.0,0.000742593097968451
9,462233,64,12,0,0,32.0,0.0009901241306246012
10,462225,85,17,0,0,42.5,0.0013150086109857985
11,462208,113,23,0,0,56.5,0.0017481879181340614
12,462180,151,31,0,0,75.5,0.0023360741206924188
13,462137,200,42,0,0,100.0,0.0030941379082018786
14,462075,267,56,0,0,133.5,0.0041306741074495085
15,461986,354,76,0,0,177.0,0.005476624097517326
16,461861,471,101,0,0,235.5,0.007286694773815425
17,461691,625,135,0,0,312.5,0.009669180963130871
18,461458,831,179,0,0,415.5,0.012856143008578808
19,461144,1104,239,1,0,552.0,0.017079641253274373
20,460721,1465,317,1,0,732.5,0.022664560177578764
21,460154,1945,422,2,0,972.5,0.03009049115726327
22,459397,2581,561,2,0,1290.5,0.039929849705345244
23,458388,3423,746,3,0,1711.5,0.05295617029887515
24,457047,4537,990,4,1,2268.5,0.07019051844755962
25,455269,6008,1314,6,1,3004.0,0.09294790276238443
26,452919,7947,1744,8,2,3973.5,0.12294556978240166
27,449821,10495,2311,11,2,5247.5,0.1623648867328936
28,445752,13831,3061,15,3,6915.5,0.21397510704170095
29,440432,18179,4049,20,4,9089.5,0.2812416651660098
30,433518,23811,5347,26,6,11905.5,0.3683725886609747
31,424600,31045,7048,35,8,15522.5,0.4802875568006367
32,413207,40237,9266,46,11,20118.5,0.622494135061595
33,398831,51753,12140,60,14,25876.5,0.8006545958158593
34,380981,65922,15837,79,18,32961.0,1.0198587959224212
35,359257,82951,20545,102,23,41475.5,1.2833091681162703
36,333476,102819,26470,132,29,51409.5,1.5906808279170448
37,303810,125152,33815,169,36,62576.0,1.9361877374364078
38,270911,149122,42754,213,44,74561.0,2.3070201657344027
39,235954,173437,53406,267,53,86718.5,2.683189981924046
40,200541,196469,65794,328,61,98234.5,3.039510903432575
41,166446,216538,79828,399,70,108269.0,3.349992171831092
42,135256,232266,95295,476,77,116133.0,3.593315176932088
43,108069,242866,111885,559,82,121433.0,3.7573044860667877
44,85355,248235,129233,646,86,124117.5,3.8403666182124674
45,67019,248843,146964,734,88,124421.5,3.8497727974534004
46,52586,245503,164738,823,88,122751.5,3.7981006943864295
47,41413,239142,182274,911,87,119571.0,3.699691638216068
48,32843,230632,199356,996,85,115316.0,3.568036070222079
49,26288,220714,215830,1079,82,110357.0,3.4145977713543476
50,21266,209971,231595,1157,78,104985.5,3.2483961536152837
51,17402,198838,246593,1232,74,99419.0,3.076160966955226
52,14408,187630,260796,1303,71,93815.0,2.902765478579593
53,12068,176568,274198,1370,67,88284.0,2.731628710876947
54,10224,165800,286810,1434,63,82900.0,2.5650403258993575
55,8757,155425,298653,1493,59,77712.5,2.404531921911385
56,7579,145501,309755,1548,55,72750.5,2.251000798906408
57,6625,136063,320148,1600,51,68031.5,2.104988431018361
58,5845,127124,329867,1649,48,63562.0,1.9666959372112782
59,5202,118687,338947,1694,45,59343.5,1.836169729553782
60,4668,110744,347425,1737,42,55372.0,1.7132860425295444
61,4221,103281,355335,1776,39,51640.5,1.5978282864849913
62,3843,96281,362712,1813,36,48140.5,1.4895334596979255
63,3523,89724,369589,1847,34,44862.0,1.3880921483775268
64,3250,83589,375998,1879,32,41794.5,1.2931794680434343
65,3015,77853,381969,1909,29,38926.5,1.2044395928362044
66,2812,72495,387530,1937,27,36247.5,1.121547638275476
67,2635,67494,392708,1963,25,33747.0,1.044178719880888
68,2481,62827,397529,1987,24,31413.5,0.9719770117929972
69,2346,58474,402017,2010,22,29237.0,0.9046331002209832
70,2228,54416,406194,2030,20,27208.0,0.8418530420635673
71,2123,50634,410081,2050,19,25317.0,0.7833428942194697
72,2030,47110,413697,2068,18,23555.0,0.7288241842769526
73,1947,43828,417062,2085,16,21914.0,0.6780493812033598
74,1873,40771,420193,2100,15,20385.5,0.630755483276494
75,1807,37925,423105,2115,14,18962.5,0.5867259008427813
76,1748,35276,425814,2129,13,17638.0,0.5457440442486474
77,1695,32809,428334,2141,12,16404.5,0.5075778531509773
78,1647,30514,430677,2153,11,15257.0,0.4720726206543607
79,1603,28378,432857,2164,10,14189.0,0.43902722779476455
