day,susceptible,infected,recovered,chilam,chilamPerDay,symptomatic,percentOfTotalInfected
0,244961,5,0,0,0,2.5,0.00014594922309769053
1,244968,6,0,0,0,3.0,0.00017513906771722863
2,244975,8,0,0,0,4.0,0.00023351875695630484
3,244981,11,1,0,0,5.5,0.00032108829081491916
4,244985,15,2,0,0,7.5,0.0004378476692930716
5,244988,20,3,0,0,10.0,0.0005837968923907621
6,244989,27,4,0,0,13.5,0.000788125804727529
7,244988,36,6,0,0,18.0,0.0010508344063033719
8,244983,48,9,0,0,24.0,0.001401112541737829
9,244973,64,12,0,0,32.0,0.0018681500556504387
10,244956,85,17,0,0,42.5,0.0024811367926607392
11,244931,113,23,0,0,56.5,0.0032984524420078057
12,244895,151,31,0,0,75.5,0.0044076665375502545
13,244844,200,42,0,0,100.0,0.005837968923907621
14,244773,266,56,0,0,133.0,0.0077644986687971365
15,244676,354,76,0,0,177.0,0.01033320499531649
16,244544,470,101,0,0,235.0,0.013719226971182911
17,244365,625,134,0,0,312.5,0.018243652887211317
18,244125,830,179,0,0,415.0,0.024227571034216626
19,243803,1101,238,1,0,550.5,0.032138018926111456
20,243374,1461,317,1,0,730.5,0.042646362989145176
21,242803,1937,421,2,0,968.5,0.05654072902804531
22,242044,2567,560,2,0,1283.5,0.07493033113835432
23,241038,3399,743,3,0,1699.5,0.09921628186181002
24,239709,4494,986,4,1,2247.0,0.13117916172020425
25,237959,5932,1307,6,1,2966.0,0.17315415828310005
26,235663,7813,1731,8,2,3906.5,0.22806025601245122
27,232665,10262,2289,11,2,5131.0,0.29954618548570006
28,228775,13428,3022,15,3,6714.0,0.3919612335511577
29,223767,17485,3981,19,4,8742.5,0.5103844331726237
30,217386,22626,5230,26,6,11313.0,0.6604494243616692
31,209362,29041,6846,34,8,14520.5,0.8477022775960061
32,199442,36895,8921,44,10,18447.5,1.0769593172378584
33,187433,46276,11556,57,13,23138.0,1.3507892496137455
34,173276,57134,14862,74,16,28567.0,1.66773258249269
35,157116,69218,18943,94,20,34609.0,2.0204626648751884
36,139363,82033,23887,119,24,41016.5,2.394530523674569
37,120700,94842,29746,148,29,47421.0,2.7684232434062332
38,102011,106760,36521,182,33,53380.0,3.1163078115818883
39,84231,116918,44147,220,38,58459.0,3.412818253227156
40,68152,124647,52498,262,41,62323.5,3.638426562291566
41,54282,129616,61401,307,44,64808.0,3.7834709002060514
42,42795,131846,70660,353,46,65923.0,3.8485642537076212
43,33583,131642,80077,400,47,65821.0,3.8426095254052357
44,26365,129458,89480,447,47,64729.0,3.778858904756164
45,20792,125785,98727,493,46,62892.5,3.6716446054686007
46,16522,121071,107712,538,44,60535.5,3.534043677932098
47,13256,115689,116360,581,43,57844.5,3.376943934189744
48,10752,109930,124624,623,41,54965.0,3.2088396190258237
49,8822,104008,132476,662,39,52004.0,3.0359773591889194
50,7324,98077,139905,699,37,49038.5,2.862852390750439
51,6151,92245,146910,734,35,46122.5,2.6926172169292926
52,5225,86582,153499,767,32,43291.0,2.527315126848848
53,4486,81137,159684,798,30,40568.5,2.368376422895463
54,3892,75936,165479,827,28,37968.0,2.2165600410292456
55,3409,70994,170903,854,27,35497.0,2.0723038289194884
56,3014,66319,175974,879,25,33159.5,1.9358413053231476
57,2688,61908,180712,903,23,30954.0,1.8070849007063652
58,2416,57758,185134,925,22,28879.0,1.6859470455352819
59,2188,53860,189259,946,20,26930.0,1.5721650312083224
60,1996,50205,193106,965,19,25102.5,1.4654761491239106
61,1832,46783,196692,983,17,23391.5,1.365588500835851
62,1692,43581,200034,1000,16,21790.5,1.2721226183640901
63,1572,40589,203147,1015,15,20294.5,1.1847866032624321
64,1468,37794,206046,1030,14,18897.0,1.1032009875508233
65,1377,35185,208746,1043,13,17592.5,1.0270446829384483
66,1298,32751,211259,1056,12,16375.5,0.9559966011344925
67,1229,30481,213599,1067,11,15240.5,0.8897356538481411
68,1168,28365,215776,1078,10,14182.5,0.8279699426331983
69,1114,26393,217802,1089,10,13196.5,0.7704075690434692
70,1066,24556,219687,1098,9,12278.0,0.7167858244773778
71,1023,22844,221441,1107,8,11422.0,0.6668128104887285
72,985,21251,223073,1115,8,10625.5,0.6203133880098043
73,951,19767,224591,1122,7,9883.5,0.5769956585944097
74,920,18386,226003,1130,7,9193.0,0.5366844831748276
75,892,17100,227316,1136,6,8550.0,0.4991463429941016
76,867,15903,228538,1142,6,7951.5,0.4642060989845145
77,845,14790,229674,1148,5,7395.0,0.4317178019229686
78,825,13754,230730,1153,5,6877.0,0.4014771228971271
79,806,12790,231712,1158,4,6395.0,0.3733381126838924
80,789,11893,232626,1163,4,5946.5,0.3471548220601667
81,774,11059,233476,1167,4,5529.5,0.3228104916474719
82,760,10283,234266,1171,3,5141.5,0.3001591722227103
