day,susceptible,infected,recovered,chilam,chilamPerDay,symptomatic,percentOfTotalInfected
0,2700000,5,0,0,0,2.5,1.751851128531986e-05
1,2700102,5,0,0,0,2.5,1.751851128531986e-05
2,2700205,5,0,0,0,2.5,1.751851128531986e-05
3,2700308,5,1,0,0,2.5,1.751851128531986e-05
4,2700411,6,1,0,0,3.0,2.1022213542383828e-05
5,2700514,6,2,0,0,3.0,2.1022213542383828e-05
6,2700616,7,2,0,0,3.5,2.45259157994478e-05
7,2700719,7,2,0,0,3.5,2.45259157994478e-05
8,2700822,7,3,0,0,3.5,2.45259157994478e-05
9,2700924,8,4,0,0,4.0,2.802961805651177e-05
10,2701027,8,4,0,0,4.0,2.802961805651177e-05
11,2701129,9,5,0,0,4.5,3.1533320313575744e-05
12,2701232,9,5,0,0,4.5,3.1533320313575744e-05
13,2701334,10,6,0,0,5.0,3.503702257063972e-05
14,2701436,11,7,0,0,5.5,3.854072482770369e-05
15,2701538,11,8,0,0,5.5,3.854072482770369e-05
16,2701640,12,9,0,0,6.0,4.2044427084767656e-05
17,2701742,13,9,0,0,6.5,4.5548129341831636e-05
18,2701844,13,10,0,0,6.5,4.5548129341831636e-05
19,2701946,14,11,0,0,7.0,4.90518315988956e-05
20,2702048,15,12,0,0,7.5,5.2555533855959576e-05
21,2702150,16,14,0,0,8.0,5.605923611302354e-05
22,2702251,17,15,0,0,8.5,5.956293837008752e-05
23,2702352,18,16,0,0,9.0,6.306664062715149e-05
24,2702454,19,17,0,0,9.5,6.657034288421547e-05
25,2702555,20,19,0,0,10.0,7.007404514127943e-05
26,2702656,21,20,0,0,10.5,7.357774739834341e-05
27,2702756,23,22,0,0,11.5,8.058515191247135e-05
28,2702857,24,23,0,0,12.0,8.408885416953531e-05
29,2702958,26,25,0,0,13.0,9.109625868366327e-05
30,2703058,27,27,0,0,13.5,9.459996094072724e-05
31,2703158,29,29,0,0,14.5,0.00010160736545485518
32,2703258,30,31,0,0,15.0,0.00010511106771191915
33,2703357,32,33,0,0,16.0,0.00011211847222604708
34,2703457,34,36,0,0,17.0,0.00011912587674017504
35,2703556,36,38,0,0,18.0,0.00012613328125430298
36,2703655,38,41,0,0,19.0,0.00013314068576843094
