day,susceptible,infected,recovered,chilam,chilamPerDay,symptomatic,percentOfTotalInfected
0,480114,5,0,0,0,2.5,0.00012762600068356485
1,480131,5,0,0,0,2.5,0.00012762600068356485
2,480149,5,0,0,0,2.5,0.00012762600068356485
3,480167,5,1,0,0,2.5,0.00012762600068356485
4,480185,5,1,0,0,2.5,0.00012762600068356485
5,480203,5,1,0,0,2.5,0.00012762600068356485
6,480221,6,2,0,0,3.0,0.00015315120082027783
7,480238,6,2,0,0,3.0,0.00015315120082027783
8,480256,6,3,0,0,3.0,0.00015315120082027783
9,480274,6,3,0,0,3.0,0.00015315120082027783
10,480292,6,4,0,0,3.0,0.00015315120082027783
11,480309,7,4,0,0,3.5,0.00017867640095699082
12,480327,7,5,0,0,3.5,0.00017867640095699082
13,480345,7,5,0,0,3.5,0.00017867640095699082
14,480362,7,6,0,0,3.5,0.00017867640095699082
15,480380,8,6,0,0,4.0,0.00020420160109370377
16,480397,8,7,0,0,4.0,0.00020420160109370377
17,480415,8,8,0,0,4.0,0.00020420160109370377
18,480432,9,8,0,0,4.5,0.00022972680123041673
19,480450,9,9,0,0,4.5,0.00022972680123041673
20,480467,9,9,0,0,4.5,0.00022972680123041673
21,480485,10,10,0,0,5.0,0.0002552520013671297
22,480502,10,11,0,0,5.0,0.0002552520013671297
23,480519,10,12,0,0,5.0,0.0002552520013671297
24,480537,11,12,0,0,5.5,0.00028077720150384265
25,480554,11,13,0,0,5.5,0.00028077720150384265
26,480571,11,14,0,0,5.5,0.00028077720150384265
27,480588,12,15,0,0,6.0,0.00030630240164055566
28,480606,12,16,0,0,6.0,0.00030630240164055566
29,480623,13,17,0,0,6.5,0.0003318276017772687
30,480640,13,18,0,0,6.5,0.0003318276017772687
31,480657,13,18,0,0,6.5,0.0003318276017772687
32,480674,14,19,0,0,7.0,0.00035735280191398163
33,480691,14,21,0,0,7.0,0.00035735280191398163
34,480708,15,22,0,0,7.5,0.00038287800205069454
35,480724,15,23,0,0,7.5,0.00038287800205069454
36,480741,16,24,0,0,8.0,0.00040840320218740755
37,480758,17,25,0,0,8.5,0.00043392840232412056
38,480774,17,26,0,0,8.5,0.00043392840232412056
39,480791,18,27,0,0,9.0,0.00045945360246083347
40,480808,18,29,0,0,9.0,0.00045945360246083347
41,480824,19,30,0,0,9.5,0.0004849788025975465
42,480840,20,31,0,0,10.0,0.0005105040027342594
43,480857,20,33,0,0,10.0,0.0005105040027342594
44,480873,21,34,0,0,10.5,0.0005360292028709724
45,480889,22,36,0,0,11.0,0.0005615544030076853
46,480905,22,38,0,0,11.0,0.0005615544030076853
47,480921,23,39,0,0,11.5,0.0005870796031443984
48,480937,24,41,0,0,12.0,0.0006126048032811113
49,480953,25,43,0,0,12.5,0.0006381300034178243
50,480969,26,44,0,0,13.0,0.0006636552035545373
51,480985,27,46,0,0,13.5,0.0006891804036912502
52,481000,27,48,0,0,13.5,0.0006891804036912502
53,481016,28,50,0,0,14.0,0.0007147056038279633
54,481031,29,52,0,0,14.5,0.0007402308039646761
55,481047,30,54,0,0,15.0,0.0007657560041013891
56,481062,31,57,0,0,15.5,0.0007912812042381021
57,481077,33,59,0,0,16.5,0.0008423316045115281
58,481092,34,61,0,0,17.0,0.0008678568046482411
59,481107,35,64,0,0,17.5,0.0008933820047849541
60,481121,36,66,0,0,18.0,0.0009189072049216669
61,481136,37,69,0,0,18.5,0.0009444324050583799
62,481150,39,72,0,0,19.5,0.0009954828053318058
63,481165,40,74,0,0,20.0,0.0010210080054685188
64,481179,41,77,0,0,20.5,0.001046533205605232
65,481193,43,80,0,0,21.5,0.0010975836058786579
66,481207,44,83,0,0,22.0,0.0011231088060153706
67,481221,46,86,0,0,23.0,0.0011741592062887967
68,481234,47,90,0,0,23.5,0.0011996844064255097
69,481248,49,93,0,0,24.5,0.0012507348066989356
70,481261,50,97,0,0,25.0,0.0012762600068356486
71,481274,52,100,0,0,26.0,0.0013273104071090747
72,481287,54,104,0,0,27.0,0.0013783608073825004
73,481300,56,108,0,0,28.0,0.0014294112076559265
74,481312,58,112,0,0,29.0,0.0014804616079293522
75,481325,60,116,0,0,30.0,0.0015315120082027781
76,481337,62,120,0,0,31.0,0.0015825624084762043
77,481349,64,125,0,0,32.0,0.0016336128087496302
78,481361,66,129,0,0,33.0,0.0016846632090230561
79,481372,68,134,0,0,34.0,0.0017357136092964822
80,481383,70,139,0,0,35.0,0.0017867640095699082
81,481394,73,144,0,0,36.5,0.001863339609980047
82,481405,75,149,0,0,37.5,0.001914390010253473
