day,susceptible,infected,recovered,chilam,chilamPerDay,symptomatic,percentOfTotalInfected
0,800190,5,0,0,0,2.5,4.467158655696159e-05
1,800218,6,0,0,0,3.0,5.360590386835391e-05
2,800246,8,0,0,0,4.0,7.147453849113855e-05
3,800273,11,1,0,0,5.5,9.82774904253155e-05
4,800299,15,2,0,0,7.5,0.00013401475967088477
5,800324,20,3,0,0,10.0,0.00017868634622784636
6,800346,27,4,0,0,13.5,0.00024122656740759257
7,800366,36,6,0,0,18.0,0.00032163542321012343
8,800382,48,9,0,0,24.0,0.00042884723094683126
9,800393,64,12,0,0,32.0,0.0005717963079291084
10,800398,85,17,0,0,42.5,0.000759416971468347
11,800395,113,23,0,0,56.5,0.001009577856187332
12,800380,151,31,0,0,75.5,0.00134908191402024
13,800350,201,42,0,0,100.5,0.0017957977795898558
14,800300,267,56,0,0,133.5,0.002385462722141749
15,800224,354,76,0,0,177.0,0.00316274832823288
16,800113,471,101,0,0,235.5,0.004208063453665782
17,799955,626,135,0,0,313.0,0.005592882636931591
18,799735,832,179,0,0,416.0,0.007433352003078408
19,799433,1105,239,1,0,552.5,0.009872420629088512
20,799022,1468,318,1,0,734.0,0.013115577813123922
21,798466,1949,423,2,0,974.5,0.017412984439903627
22,797719,2588,562,2,0,1294.0,0.023122013201883316
23,796717,3435,747,3,0,1717.5,0.030689379964632613
24,795379,4558,992,4,1,2279.0,0.04072261830532618
25,793597,6045,1318,6,1,3022.5,0.054007948147366557
26,791229,8012,1750,8,2,4006.0,0.07158175029887526
27,788090,10608,2322,11,2,5304.0,0.09477523803924971
28,783941,14030,3080,15,3,7015.0,0.12534847187883422
29,778473,18526,4082,20,5,9263.0,0.16551716251085408
30,771293,24412,5405,27,6,12206.0,0.21810455420570926
31,761909,32081,7149,35,8,16040.5,0.28662183366677696
32,749719,42008,9440,47,11,21004.0,0.3753128016169685
33,734004,54751,12441,62,15,27375.5,0.48916280711604077
34,713942,70929,16352,81,19,35464.5,0.6337021925797457
35,688655,91177,21418,107,25,45588.5,0.8146042495008174
36,657292,116052,27931,139,32,58026.0,1.0368453926217012
37,619185,145893,36220,181,41,72946.5,1.3034543555109595
38,574050,180629,46641,233,52,90314.5,1.6137968016394828
39,522237,219560,59544,297,64,109780.0,1.9616187088892973
40,464937,261195,75227,376,78,130597.5,2.333599010149116
41,404247,303244,93883,469,93,151622.0,2.709278118775852
42,342982,342862,115544,577,108,171431.0,3.0632379020185927
43,284209,377155,140034,700,122,188577.5,3.3696224455781696
44,230635,403799,166973,834,134,201899.5,3.607668396022907
45,184088,421510,195816,979,144,210755.0,3.7659040899249754
46,145305,430190,225924,1129,150,215095.0,3.843453964187861
47,114062,430710,256652,1283,153,215355.0,3.8480998091897853
48,89508,424503,287417,1437,153,212251.5,3.7926445016379735
49,70517,413175,317739,1588,151,206587.5,3.691436555134521
50,55954,398227,347251,1736,147,199113.5,3.5578863799638287
51,44817,380921,375696,1878,142,190460.5,3.4032690845728726
52,36285,362246,402905,2014,136,181123.0,3.236420708782622
53,29715,342942,428780,2143,129,171471.0,3.063952647403504
54,24622,323540,453275,2266,122,161770.0,2.8906090229278707
55,20641,304412,476386,2381,115,152206.0,2.719713401395558
56,17500,285810,498129,2490,108,142905.0,2.5535172307690384
57,15001,267895,518544,2592,102,133947.5,2.393458936135445
58,12992,250768,537680,2688,95,125384.0,2.240440883543229
59,11364,234485,555592,2777,89,117242.5,2.0949633947618276
60,10032,219068,572341,2861,83,109534.0,1.9572230247720923
61,8934,204519,587989,2939,78,102259.5,1.8272376422086456
62,8021,190824,602597,3012,73,95412.0,1.7048821666291278
63,7256,177959,616227,3081,68,88979.5,1.5899421744180655
64,6611,165893,628939,3144,63,82946.5,1.4821407017388057
65,6063,154592,640788,3203,59,77296.0,1.3811739818027613
66,5594,144018,651831,3259,55,72009.0,1.2867025105520988
