day,susceptible,infected,recovered,chilam,chilamPerDay,symptomatic,percentOfTotalInfected
0,2817475,5,0,0,0,2.5,1.2684932360388874e-05
1,2817581,6,0,0,0,3.0,1.5221918832466647e-05
2,2817686,8,0,0,0,4.0,2.0295891776622197e-05
3,2817791,11,1,0,0,5.5,2.7906851192855522e-05
4,2817894,15,2,0,0,7.5,3.805479708116662e-05
5,2817996,20,3,0,0,10.0,5.0739729441555494e-05
6,2818096,27,4,0,0,13.5,6.849863474609991e-05
7,2818193,36,6,0,0,18.0,9.133151299479989e-05
8,2818286,48,9,0,0,24.0,0.00012177535065973318
9,2818375,64,12,0,0,32.0,0.00016236713421297758
10,2818457,85,17,0,0,42.5,0.00021564385012661085
11,2818531,113,23,0,0,56.5,0.00028667947134478853
12,2818593,151,31,0,0,75.5,0.000383084957283744
13,2818641,201,42,0,0,100.5,0.0005099342808876328
14,2818669,267,56,0,0,133.5,0.0006773753880447658
15,2818670,354,76,0,0,177.0,0.0008980932111155322
16,2818636,471,101,0,0,235.5,0.001194920628348632
17,2818555,626,135,0,0,313.0,0.0015881535315206868
18,2818413,832,179,0,0,416.0,0.0021107727447687084
19,2818187,1106,239,1,0,553.0,0.0028059070381180186
20,2817853,1470,318,1,0,735.0,0.0037293701139543287
21,2817373,1953,423,2,0,976.5,0.004954734579967895
22,2816699,2595,562,2,0,1297.5,0.006583479895041825
23,2815770,3447,748,3,0,1723.5,0.008744992369252089
24,2814499,4579,994,4,1,2289.5,0.01161686105564413
25,2812777,6082,1321,6,1,3041.0,0.015429951723177026
26,2810456,8076,1756,8,2,4038.0,0.020488702748500107
27,2807342,10722,2332,11,2,5361.0,0.0272015689536179
28,2803176,14229,3098,15,3,7114.5,0.03609878051119466
29,2797620,18876,4115,20,5,9438.0,0.04788815664694007
30,2790229,25025,5463,27,6,12512.5,0.0634880864637463
31,2780423,33151,7251,36,8,16575.5,0.08410363853585032
32,2767443,43869,9619,48,11,21934.5,0.11129505954357989
33,2750312,57972,12752,63,15,28986.0,0.14707417975929274
34,2727780,76467,16893,84,20,38233.5,0.1939957445603712
35,2698271,100618,22355,111,27,50309.0,0.2552665048475215
36,2659828,131976,29542,147,35,65988.0,0.3348213266389364
37,2610091,172386,38969,194,47,86193.0,0.43734094997559925
38,2546310,223952,51282,256,61,111976.0,0.5681631943947618
39,2465445,288914,67279,336,79,144457.0,0.7329709095938782
40,2364409,369404,87916,439,103,184702.0,0.9371729507314183
41,2240494,467019,114302,571,131,233509.5,1.1848208852032904
42,2092022,582213,147660,738,166,291106.5,1.4770665048678175
43,1919175,713547,189247,946,207,356773.5,1.81025908619168
44,1724822,856998,240215,1201,254,428499.0,2.174192332597709
