day,susceptible,infected,recovered,chilam,chilamPerDay,symptomatic,percentOfTotalInfected
0,480114,5,0,0,0,2.5,7.445799050392571e-05
1,480130,6,0,0,0,3.0,8.934958860471087e-05
2,480146,8,0,0,0,4.0,0.00011913278480628117
3,480161,11,1,0,0,5.5,0.0001638075791086366
4,480174,15,2,0,0,7.5,0.00022337397151177716
5,480186,20,3,0,0,10.0,0.00029783196201570286
6,480197,27,4,0,0,13.5,0.00040207314872119895
7,480204,36,6,0,0,18.0,0.0005360975316282652
8,480208,48,9,0,0,24.0,0.000714796708837687
9,480207,64,12,0,0,32.0,0.0009530622784502494
10,480199,85,17,0,0,42.5,0.0012657858385667373
11,480184,113,23,0,0,56.5,0.0016827505853887214
12,480156,151,31,0,0,75.5,0.0022486313132185566
13,480114,200,42,0,0,100.0,0.002978319620157029
14,480052,267,56,0,0,133.5,0.003976056692909634
15,479964,354,76,0,0,177.0,0.005271625727677941
16,479840,471,101,0,0,235.5,0.007013942705469803
17,479670,626,135,0,0,313.0,0.0093221404110915
18,479439,831,179,0,0,415.5,0.012374918021752456
19,479125,1104,239,1,0,552.0,0.0164403243032668
20,478703,1466,318,1,0,733.0,0.021831082815751024
21,478136,1946,422,2,0,973.0,0.02897904990412789
22,477379,2582,561,2,0,1291.0,0.03845010629622724
23,476370,3425,746,3,0,1712.5,0.05100372349518913
24,475029,4539,990,4,1,2269.5,0.06759296377946378
25,473251,6012,1315,6,1,3006.0,0.08952828778192029
26,470898,7953,1744,8,2,3976.5,0.11843287969554425
27,467796,10505,2312,11,2,5252.5,0.15643623804874796
28,463720,13849,3063,15,3,6924.5,0.20623374209777345
29,458387,18210,4052,20,4,9105.0,0.2711760014152975
30,451450,23864,5352,26,6,11932.0,0.3553730970771367
31,442491,31135,7057,35,8,15567.5,0.4636499068679455
32,431029,40389,9281,46,11,20194.5,0.6014567556926113
33,416541,52008,12166,60,14,26004.0,0.7744822340256338
34,398507,66342,15881,79,18,33171.0,0.987938401202288
35,376495,83630,20620,103,23,41815.0,1.2453843491686616
36,350276,103889,26593,132,29,51944.5,1.5470732350924679
37,319971,126786,34014,170,37,63393.0,1.8880461568061453
38,286183,151528,43070,215,45,75764.0,2.2564940770157715
39,250064,176834,53893,269,54,88417.0,2.63334085855424
40,213231,201044,66525,332,63,100522.0,2.9938664485742486
41,177522,222399,80885,404,71,111199.5,3.3118765260165155
42,144635,239406,96771,483,79,119703.0,3.5651379349165686
