day,susceptible,infected,recovered,chilam,chilamPerDay,symptomatic,percentOfTotalInfected
0,2700000,5,0,0,0,2.5,1.4158132521932647e-05
1,2700102,5,0,0,0,2.5,1.4158132521932647e-05
2,2700204,6,0,0,0,3.0,1.6989759026319173e-05
3,2700307,7,1,0,0,3.5,1.9821385530705703e-05
4,2700409,8,1,0,0,4.0,2.2653012035092234e-05
5,2700511,9,2,0,0,4.5,2.5484638539478764e-05
6,2700613,10,2,0,0,5.0,2.8316265043865295e-05
7,2700714,11,3,0,0,5.5,3.114789154825182e-05
8,2700815,13,4,0,0,6.5,3.681114455702488e-05
9,2700916,14,5,0,0,7.0,3.9642771061411407e-05
10,2701017,16,6,0,0,8.0,4.530602407018447e-05
11,2701117,18,7,0,0,9.0,5.096927707895753e-05
12,2701217,21,9,0,0,10.5,5.9464156592117106e-05
13,2701316,24,10,0,0,12.0,6.795903610527669e-05
14,2701415,27,12,0,0,13.5,7.645391561843629e-05
15,2701513,30,14,0,0,15.0,8.494879513159587e-05
16,2701611,34,16,0,0,17.0,9.6275301149142e-05
17,2701708,39,18,0,0,19.5,0.00011043343367107464
18,2701803,44,21,0,0,22.0,0.0001245915661930073
19,2701898,49,24,0,0,24.5,0.00013874969871493993
20,2701992,56,28,0,0,28.0,0.00015857108424564563
21,2702084,63,32,0,0,31.5,0.00017839246977635135
22,2702175,71,37,0,0,35.5,0.00020104548181144356
23,2702264,80,42,0,0,40.0,0.00022653012035092236
24,2702352,91,47,0,0,45.5,0.00025767801189917415
25,2702437,103,54,0,0,51.5,0.0002916575299518125
26,2702520,116,61,0,0,58.0,0.0003284686745088374
27,2702601,131,70,0,0,65.5,0.00037094307207463537
28,2702678,148,79,0,0,74.0,0.00041908072264920627
29,2702752,167,90,0,0,83.5,0.0004728816262325504
30,2702822,188,102,0,0,94.0,0.0005323457828246675
31,2702888,213,115,0,0,106.5,0.0006031364454343307
32,2702949,240,130,0,0,120.0,0.000679590361052767
33,2703005,271,147,0,0,135.5,0.0007673707826887495
