day,susceptible,infected,recovered,chilam,chilamPerDay,symptomatic,percentOfTotalInfected
0,780365,5,0,0,0,2.5,4.580664027715582e-05
1,780392,6,0,0,0,3.0,5.496796833258699e-05
2,780420,8,0,0,0,4.0,7.329062444344931e-05
3,780446,11,1,0,0,5.5,0.00010077460860974281
4,780471,15,2,0,0,7.5,0.00013741992083146748
5,780495,20,3,0,0,10.0,0.00018322656110862328
6,780517,27,4,0,0,13.5,0.00024735585749664145
7,780536,36,6,0,0,18.0,0.00032980780999552193
8,780551,48,9,0,0,24.0,0.0004397437466606959
9,780561,64,12,0,0,32.0,0.0005863249955475945
10,780566,85,17,0,0,42.5,0.0007787128847116491
11,780561,113,23,0,0,56.5,0.0010352300702637218
12,780546,151,31,0,0,75.5,0.001383360536370106
13,780515,201,42,0,0,100.5,0.0018414269391416641
14,780465,267,56,0,0,133.5,0.002446074590800121
15,780388,354,76,0,0,177.0,0.0032431101316226325
16,780276,471,101,0,0,235.5,0.0043149855141080785
17,780117,626,135,0,0,313.0,0.005734991362699909
18,779896,832,179,0,0,416.0,0.007622224942118729
19,779594,1105,239,1,0,552.5,0.010123267501251438
20,779182,1468,318,1,0,734.0,0.01344882958537295
21,778625,1949,423,2,0,974.5,0.01785542838003534
22,777877,2588,562,2,0,1294.0,0.023709517007455855
23,776875,3435,747,3,0,1717.5,0.03146916187040605
24,775537,4558,992,4,1,2279.0,0.04175733327665525
25,773754,6044,1318,6,1,3022.0,0.05537106676702596
26,771387,8009,1749,8,2,4004.5,0.0733730763959482
27,768249,10604,2322,11,2,5302.0,0.09714672269979208
28,764102,14023,3079,15,3,7011.5,0.12846930332131123
29,758639,18514,4081,20,5,9257.0,0.16961282761825258
30,751468,24391,5403,27,6,12195.5,0.22345395260002154
31,742101,32044,7145,35,8,16022.0,0.29356559620823625
32,729940,41945,9434,47,11,20972.5,0.3842719052850602
33,714273,54642,12430,62,14,27321.0,0.5005932876048698
34,694294,70745,16333,81,19,35372.5,0.6481181532814777
35,669143,90869,21387,106,25,45434.5,0.8324807190689745
36,638000,115546,27877,139,32,57773.0,1.0585548114928494
37,600236,145079,36131,180,41,72539.5,1.329116312953898
38,555621,179353,46494,232,51,89676.5,1.6431116707257456
39,504560,217622,59304,296,64,108811.0,1.993706534079041
40,448294,258361,74849,374,77,129180.5,2.3669298777292513
41,388941,299274,93303,466,92,149637.0,2.7417472924611066
42,329289,337562,114680,573,106,168781.0,3.092516221047455
