day,susceptible,infected,recovered,chilam,chilamPerDay,symptomatic,percentOfTotalInfected
0,1690485,5,0,0,0,2.5,2.7996597629483286e-05
1,1690549,5,0,0,0,2.5,2.7996597629483286e-05
2,1690613,5,0,0,0,2.5,2.7996597629483286e-05
3,1690677,5,1,0,0,2.5,2.7996597629483286e-05
4,1690741,6,1,0,0,3.0,3.359591715537994e-05
5,1690805,6,2,0,0,3.0,3.359591715537994e-05
6,1690869,7,2,0,0,3.5,3.91952366812766e-05
7,1690933,7,2,0,0,3.5,3.91952366812766e-05
8,1690997,7,3,0,0,3.5,3.91952366812766e-05
9,1691061,8,4,0,0,4.0,4.4794556207173254e-05
10,1691125,8,4,0,0,4.0,4.4794556207173254e-05
11,1691188,9,5,0,0,4.5,5.0393875733069906e-05
12,1691252,9,5,0,0,4.5,5.0393875733069906e-05
13,1691315,10,6,0,0,5.0,5.599319525896657e-05
14,1691379,11,7,0,0,5.5,6.159251478486322e-05
15,1691442,11,8,0,0,5.5,6.159251478486322e-05
16,1691506,12,9,0,0,6.0,6.719183431075988e-05
17,1691569,13,9,0,0,6.5,7.279115383665654e-05
18,1691632,13,10,0,0,6.5,7.279115383665654e-05
19,1691695,14,11,0,0,7.0,7.83904733625532e-05
20,1691758,15,12,0,0,7.5,8.398979288844985e-05
21,1691821,16,14,0,0,8.0,8.958911241434651e-05
22,1691884,17,15,0,0,8.5,9.518843194024316e-05
23,1691946,18,16,0,0,9.0,0.00010078775146613981
24,1692009,19,17,0,0,9.5,0.00010638707099203649
25,1692071,20,19,0,0,10.0,0.00011198639051793314
26,1692133,21,20,0,0,10.5,0.0001175857100438298
27,1692195,23,22,0,0,11.5,0.0001287843490956231
28,1692257,24,23,0,0,12.0,0.00013438366862151977
29,1692319,26,25,0,0,13.0,0.00014558230767331307
30,1692381,27,27,0,0,13.5,0.00015118162719920974
31,1692442,29,29,0,0,14.5,0.00016238026625100304
32,1692503,30,31,0,0,15.0,0.0001679795857768997
33,1692564,32,33,0,0,16.0,0.00017917822482869301
34,1692625,34,36,0,0,17.0,0.00019037686388048632
35,1692685,36,38,0,0,18.0,0.00020157550293227962
36,1692745,38,41,0,0,19.0,0.00021277414198407298
37,1692805,41,44,0,0,20.5,0.00022957210056176295
38,1692865,43,47,0,0,21.5,0.00024077073961355626
39,1692924,46,50,0,0,23.0,0.0002575686981912462
40,1692983,48,53,0,0,24.0,0.00026876733724303953
41,1693041,51,56,0,0,25.5,0.0002855652958207295
42,1693099,54,60,0,0,27.0,0.0003023632543984195
43,1693157,58,64,0,0,29.0,0.0003247605325020061
44,1693215,61,68,0,0,30.5,0.00034155849107969606
45,1693272,65,73,0,0,32.5,0.0003639557691832827
46,1693328,68,77,0,0,34.0,0.00038075372776097264
47,1693384,72,82,0,0,36.0,0.00040315100586455925
48,1693439,77,87,0,0,38.5,0.00043114760349404255
49,1693494,81,93,0,0,40.5,0.0004535448815976292
50,1693549,86,99,0,0,43.0,0.0004815414792271125
51,1693602,91,105,0,0,45.5,0.0005095380768565958
52,1693655,97,111,0,0,48.5,0.0005431339940119757
53,1693708,102,118,0,0,51.0,0.000571130591641459
54,1693759,108,126,0,0,54.0,0.000604726508796839
55,1693810,115,133,0,0,57.5,0.0006439217454781155
56,1693860,121,142,0,0,60.5,0.0006775176626334955
57,1693909,129,150,0,0,64.5,0.0007223122188406688
58,1693957,136,160,0,0,68.0,0.0007615074555219453
59,1694004,144,169,0,0,72.0,0.0008063020117291185
60,1694051,153,180,0,0,76.5,0.0008566958874621886
61,1694096,162,191,0,0,81.0,0.0009070897631952584
62,1694139,171,202,1,0,85.5,0.0009574836389283283
63,1694182,182,215,1,0,91.0,0.0010190761537131915
64,1694223,192,228,1,0,96.0,0.0010750693489721581
65,1694263,204,241,1,0,102.0,0.001142261183282918
66,1694301,216,256,1,0,108.0,0.001209453017593678
67,1694338,228,271,1,0,114.0,0.0012766448519044378
68,1694373,242,288,1,0,121.0,0.001355035325266991
69,1694407,256,305,1,0,128.0,0.0014334257986295441
70,1694438,271,323,1,0,135.5,0.001517415591517994
71,1694468,287,343,1,0,143.5,0.0016070047039323406
72,1694496,304,363,1,0,152.0,0.0017021931358725839
73,1694521,322,385,1,0,161.0,0.0018029808873387236
74,1694544,341,408,2,0,170.5,0.0019093679583307597
75,1694564,361,432,2,0,180.5,0.002021354348848693
76,1694582,382,458,2,0,191.0,0.002138940058892523
77,1694597,405,486,2,0,202.5,0.002267724407988146
78,1694609,429,515,2,0,214.5,0.0024021080766096657
79,1694618,454,545,2,0,227.0,0.0025420910647570823
80,1694624,481,578,2,0,240.5,0.0026932726919562918
81,1694626,509,612,3,0,254.5,0.0028500536386813985
82,1694625,539,649,3,0,269.5,0.003018033224458298
83,1694620,571,687,3,0,285.5,0.003197211449286991
84,1694610,605,728,3,0,302.5,0.0033875883131674776
85,1694596,640,771,3,0,320.0,0.0035835644965738606
86,1694578,678,817,4,0,339.0,0.0037963386385579338
87,1694554,718,865,4,0,359.0,0.0040203114195938
88,1694526,760,917,4,0,380.0,0.0042554828396814594
89,1694492,805,971,4,0,402.5,0.004507452218346809
90,1694452,853,1029,5,0,426.5,0.004776219555589848
91,1694405,903,1090,5,0,451.5,0.005056185531884681
92,1694353,956,1154,5,0,478.0,0.005352949466757203
93,1694293,1012,1222,6,0,506.0,0.005666511360207417
94,1694226,1072,1295,6,0,536.0,0.006002470531761216
