day,susceptible,infected,recovered,chilam,chilamPerDay,symptomatic,percentOfTotalInfected
0,1224809,5,0,0,0,2.5,2.9183011098415855e-05
1,1224853,6,0,0,0,3.0,3.5019613318099024e-05
2,1224898,8,0,0,0,4.0,4.669281775746537e-05
3,1224941,11,1,0,0,5.5,6.420262441651488e-05
4,1224984,15,2,0,0,7.5,8.754903329524757e-05
5,1225024,20,3,0,0,10.0,0.00011673204439366342
6,1225063,27,4,0,0,13.5,0.0001575882599314456
7,1225099,36,6,0,0,18.0,0.00021011767990859414
8,1225131,48,9,0,0,24.0,0.0002801569065447922
9,1225159,64,12,0,0,32.0,0.00037354254205972294
10,1225180,85,17,0,0,42.5,0.0004961111886730695
11,1225193,113,23,0,0,56.5,0.0006595360508241983
12,1225194,151,31,0,0,75.5,0.0008813269351721588
13,1225181,201,42,0,0,100.5,0.0011731570461563172
14,1225147,267,56,0,0,133.5,0.0015583727926554065
15,1225087,354,76,0,0,177.0,0.0020661571857678424
16,1224992,471,101,0,0,235.5,0.002749039645470773
17,1224851,626,135,0,0,313.0,0.0036537129895216646
18,1224647,832,179,0,0,416.0,0.004856053046776398
19,1224361,1105,239,1,0,552.5,0.006449445452749903
20,1223966,1469,318,1,0,734.5,0.008573968660714578
21,1223425,1951,423,2,0,975.5,0.011387210930601866
22,1222693,2591,562,2,0,1295.5,0.015122636351199096
23,1221705,3441,747,3,0,1720.5,0.02008374823792979
24,1220378,4568,993,4,1,2284.0,0.026661598939512723
25,1218604,6063,1319,6,1,3031.5,0.035387319257939066
26,1216238,8043,1752,8,2,4021.5,0.046943791652911744
27,1213090,10663,2327,11,2,5331.5,0.062235689468481646
28,1208911,14126,3089,15,3,7063.0,0.08244784295524446
29,1203380,18694,4098,20,5,9347.0,0.10910944189475719
30,1196079,24706,5433,27,6,12353.0,0.14419909443949241
31,1186474,32592,7198,35,8,16296.0,0.1902265395439139
32,1173890,42893,9526,47,11,21446.5,0.2503493790088702
33,1157490,56273,12590,62,15,28136.5,0.32844311670823106
34,1136262,73526,16609,83,20,36763.0,0.42914201480442477
35,1109020,95558,21861,109,26,47779.0,0.5577340349084845
36,1074451,123342,28687,143,34,61671.0,0.7198981909801616
37,1031211,157812,37497,187,44,78906.0,0.9210858694926405
38,978101,199687,48769,243,56,99843.5,1.1654935874418733
39,914349,249210,63033,315,71,124605.0,1.454539639167243
40,839965,305826,80833,404,89,152913.0,1.7849847104368253
41,756100,367875,102678,513,109,183937.5,2.1471400415659465
42,665287,432437,128955,644,131,216218.5,2.523962754073131
43,571353,495505,159843,799,154,247752.5,2.8920655828641095
44,478913,552569,195237,976,176,276284.5,3.22512545192811
45,392504,599525,234706,1173,197,299762.5,3.4991889457555527
46,315666,633551,277529,1387,214,316775.5,3.6977851728824924
47,250362,653611,322783,1613,226,326805.5,3.814867413409337
48,196928,660366,369469,1847,233,330183.0,3.8542936614032963
49,154464,655667,416638,2083,235,327833.5,3.826867467573005
50,121393,641909,463472,2317,234,320954.5,3.7465674942346046
51,95948,621507,509322,2546,229,310753.5,3.627489135748628
52,76476,596589,553716,2768,221,298294.5,3.482052681638563
53,61578,568876,596329,2981,213,284438.0,3.3203029243244835
54,50140,539682,636963,3184,203,269841.0,3.149909159123053
55,41304,509970,675512,3377,192,254985.0,2.9764920339718266
56,34426,480423,711939,3559,182,240211.5,2.804037948186848
57,29026,451509,746255,3731,171,225754.5,2.6352784316069284
58,24747,423538,778505,3892,161,211769.0,2.472022830920171
59,21325,396708,808758,4043,151,198354.0,2.3154267933660715
60,18562,371135,837094,4185,141,185567.5,2.1661673648021136
61,16313,346875,863604,4318,132,173437.5,2.0245713949526
62,14466,323946,888381,4441,123,161973.0,1.8907439426574844
63,12936,302338,911520,4557,115,151169.0,1.7646266418945706
64,11659,282019,933115,4665,107,141009.5,1.646032721392828
65,10585,262949,953260,4766,100,131474.5,1.53472871706347
66,9677,245076,972042,4860,93,122538.0,1.4304111255910728
67,8903,228345,989547,4947,87,114172.5,1.3327589338535535
68,8239,212699,1005858,5029,81,106349.5,1.2414394555243906
69,7667,198078,1021051,5105,75,99039.0,1.156102494470403
70,7171,184426,1035199,5175,70,92213.0,1.0764212009672884
71,6739,171684,1048372,5241,65,85842.0,1.0020512154840855
72,6362,159799,1060635,5303,61,79899.5,0.932683198103151
73,6030,148717,1072050,5360,57,74358.5,0.8680019723046221
74,5737,138387,1082672,5413,53,69193.5,0.8077098713752948
75,5478,128762,1092557,5462,49,64381.0,0.7515325750108444
76,5248,119795,1101755,5508,45,59897.5,0.6991957629069454
77,5043,111443,1110311,5551,42,55721.5,0.6504484611681516
78,4860,103666,1118272,5591,39,51833.0,0.6050572057056756
79,4695,96426,1125676,5628,37,48213.0,0.5628002056351694
80,4547,89686,1132564,5662,34,44843.0,0.5234615066745049
81,4414,83413,1138970,5694,32,41706.5,0.4868485009504323
82,4294,77576,1144928,5724,29,38788.0,0.4527802537941416
83,4186,72143,1150469,5752,27,36071.5,0.421069993934603
84,4087,67089,1155623,5778,25,33544.5,0.3915718063163242
85,3998,62386,1160415,5802,23,31193.0,0.3641222660771543
86,3916,58011,1164871,5824,22,29005.5,0.3385871313660404
87,3842,53942,1169015,5845,20,26971.0,0.3148379969341496
88,3775,50157,1172868,5864,19,25078.5,0.2927464575326488
89,3713,46636,1176450,5882,17,23318.0,0.2721957811171444
90,3657,43361,1179781,5898,16,21680.5,0.2530809088476819
91,3605,40316,1182879,5914,15,20158.0,0.23530845508874673
92,3558,37483,1185758,5928,14,18741.5,0.21877336100038428
93,3514,34850,1188436,5942,13,17425.0,0.20340558735595848
94,3474,32400,1190925,5954,12,16200.0,0.18910591191773474
95,3438,30123,1193240,5966,11,15061.5,0.17581596866351615
96,3404,28005,1195391,5976,10,14002.5,0.1634540451622272
97,3373,26036,1197392,5986,10,13018.0,0.15196177539167102
98,3345,24205,1199251,5996,9,12102.5,0.14127495672743112
99,3318,22502,1200980,6004,8,11251.0,0.1313352231473107
100,3294,20919,1202588,6012,8,10459.5,0.12209588183355224
101,3272,19447,1204082,6020,7,9723.5,0.11350440336617862
102,3251,18079,1205471,6027,6,9039.5,0.10551993152965204
103,3232,16807,1206762,6033,6,8403.5,0.09809577350621504
104,3214,15624,1207963,6039,6,7812.0,0.09119107308032985
105,3198,14524,1209079,6045,5,7262.0,0.08477081063867836
106,3183,13502,1210116,6050,5,6751.0,0.07880580317016217
107,3169,12552,1211081,6055,4,6276.0,0.07326103106146316
108,3156,11668,1211977,6059,4,5834.0,0.06810147469926323
109,3144,10847,1212811,6064,4,5423.5,0.06330962427690334
110,3133,10083,1213586,6067,3,5041.5,0.058850460181065406
111,3123,9373,1214306,6071,3,4686.5,0.05470647260509035
112,3114,8713,1214976,6074,3,4356.5,0.05085431514009947
113,3105,8100,1215598,6077,3,4050.0,0.047276477979433684
114,3097,7529,1216177,6080,2,3764.5,0.04394377811199459
115,3089,6999,1216714,6083,2,3499.5,0.04085037893556251
116,3082,6506,1217214,6086,2,3253.0,0.03797293404125871
117,3076,6048,1217679,6088,2,3024.0,0.03529977022464382
118,3070,5622,1218111,6090,2,2811.0,0.032813377679058786
119,3064,5226,1218513,6092,2,2613.0,0.030502083200064253
120,3059,4858,1218886,6094,1,2429.0,0.02835421358322084
