day,susceptible,infected,recovered,chilam,chilamPerDay,symptomatic,percentOfTotalInfected
0,550725,5,0,0,0,2.5,6.491022202281802e-05
1,550744,6,0,0,0,3.0,7.789226642738163e-05
2,550762,8,0,0,0,4.0,0.00010385635523650883
3,550780,11,1,0,0,5.5,0.00014280248845019965
4,550796,15,2,0,0,7.5,0.00019473066606845408
5,550811,20,3,0,0,10.0,0.00025964088809127207
6,550824,27,4,0,0,13.5,0.00035051519892321734
7,550834,36,6,0,0,18.0,0.00046735359856428976
8,550840,48,9,0,0,24.0,0.000623138131419053
9,550842,64,12,0,0,32.0,0.0008308508418920707
10,550838,85,17,0,0,42.5,0.0011034737743879062
11,550824,113,23,0,0,56.5,0.0014669710177156873
12,550800,151,31,0,0,75.5,0.0019602887050891044
13,550761,201,42,0,0,100.5,0.0026093909253172842
14,550701,267,56,0,0,133.5,0.0034662058560184826
15,550616,354,76,0,0,177.0,0.004595643719215516
16,550495,471,101,0,0,235.5,0.006114542914549457
17,550327,626,135,0,0,313.0,0.008126759797256815
18,550098,831,179,0,0,415.5,0.010788078900192354
19,549787,1104,239,1,0,552.0,0.014332177022638217
20,549367,1466,318,1,0,733.0,0.019031677097090242
21,548803,1947,422,2,0,973.5,0.02527604045568534
22,548048,2584,561,2,0,1292.0,0.03354560274139235
23,547040,3428,746,3,0,1714.0,0.04450244821884403
24,545699,4545,991,4,1,2272.5,0.05900339181874158
25,543918,6022,1316,6,1,3011.0,0.07817787140428202
26,541559,7971,1746,8,2,3985.5,0.1034798759487765
27,538444,10538,2315,11,2,5269.0,0.13680478393529125
28,534343,13906,3068,15,3,6953.0,0.18052830948986148
29,528966,18310,4061,20,4,9155.0,0.2377012330475596
30,521951,24037,5369,26,6,12018.5,0.31204940135249537
31,512858,31433,7086,35,8,15716.5,0.4080646017686478
32,501169,40897,9331,46,11,20448.5,0.5309266700134377
33,486300,52862,12253,61,14,26431.0,0.6862568313140412
34,467647,67758,16029,80,18,33879.0,0.8796373647644207
35,444649,85933,20869,104,24,42966.5,1.1155860218173643
36,416912,107547,27007,135,30,53773.5,1.3961799295776018
37,384361,132432,34689,173,38,66216.0,1.7192381045851672
38,347403,159943,44148,220,47,79971.5,2.0763871281991166
39,307057,188877,55573,277,57,94438.5,2.4520096010007597
40,264944,217509,69064,345,67,108754.5,2.823711496392225
41,223096,243828,84600,423,77,121914.0,3.165385923075934
42,183594,265922,102017,510,87,132961.0,3.4522112121503628
43,148139,282387,121011,605,94,141193.5,3.6659605732715024
44,117760,292601,141182,705,100,146300.5,3.7985591748197147
45,92737,296727,162082,810,104,148363.5,3.852123090032945
46,72753,295519,183276,916,105,147759.5,3.8364407803922314
47,57140,290026,204385,1021,105,145013.0,3.765130410477964
48,45105,281347,225101,1125,103,140673.5,3.6524592470907566
49,35889,270467,245197,1225,100,135233.5,3.511214603969105
50,28840,258199,264517,1322,96,129099.5,3.351950883213918
51,23432,245164,282959,1414,92,122582.0,3.1827299344004314
52,19260,231825,300471,1502,87,115912.5,3.0095624440879574
53,16018,218509,317030,1585,82,109254.5,2.8366935407967886
54,13476,205444,332638,1663,78,102722.0,2.6670831306511653
55,11466,192780,347313,1736,73,96390.0,2.502678520311772
56,9861,180615,361083,1805,68,90307.5,2.3447519501302554
57,8567,169008,373984,1869,64,84504.0,2.194069360726486
58,7516,157988,386056,1930,60,78994.0,2.0510072313881946
59,6654,147565,397341,1986,56,73782.5,1.915695382559428
60,5941,137738,407881,2039,52,68869.0,1.7881208321957818
61,5346,128494,417720,2088,49,64247.0,1.6681148137199957
62,4848,119815,426898,2134,45,59907.5,1.5554436503327882
63,4426,111678,435456,2177,42,55839.0,1.4498087550128542
64,4067,104060,443433,2217,39,52030.0,1.3509115407388887
65,3760,96935,450866,2254,37,48467.5,1.258414474356373
66,3495,90276,457790,2288,34,45138.0,1.171967040666384
67,3266,84057,464238,2321,32,42028.5,1.0912317065144028
68,3067,78252,470242,2351,30,39126.0,1.0158709387459113
69,2893,72837,475832,2379,27,36418.5,0.9455731682951992
70,2740,67787,481034,2405,26,33893.5,0.880013844052153
71,2605,63080,485876,2429,24,31540.0,0.818907361039872
72,2485,58694,490382,2451,22,29347.0,0.7619681142814562
73,2380,54607,494575,2472,20,27303.5,0.7089104988000047
74,2285,50801,498475,2492,19,25400.5,0.6595008377962356
75,2201,47257,502104,2510,18,23628.5,0.6134924724264622
76,2126,43957,505479,2527,16,21978.5,0.5706517258914023
77,2058,40885,508619,2543,15,20442.5,0.5307708854805829
78,1997,38026,511540,2557,14,19013.0,0.49365522052793565
79,1942,35365,514256,2571,13,17682.5,0.45911000036739186
80,1892,32888,516782,2583,12,16444.0,0.42695347637728787
81,1847,30584,519131,2595,11,15292.0,0.3970428460691733
82,1806,28441,521316,2606,10,14220.5,0.36922232491019347
83,1768,26447,523347,2616,10,13223.5,0.3433361283674936
84,1735,24592,525236,2626,9,12296.0,0.31925443599702813
85,1704,22866,526993,2634,8,11433.0,0.2968474273547514
86,1675,21261,528626,2643,8,10630.5,0.27601124608542676
87,1650,19768,530145,2650,7,9884.0,0.2566290537894133
88,1626,18380,531557,2657,7,9190.0,0.23860997615587903
89,1604,17089,532870,2664,6,8544.5,0.22185015682958742
90,1584,15888,534090,2670,6,7944.0,0.20625872149970656
91,1566,14771,535225,2676,5,7385.5,0.191757777899809
92,1549,13733,536280,2681,5,6866.5,0.17828241580787196
