day,susceptible,infected,recovered,chilam,chilamPerDay,symptomatic,percentOfTotalInfected
0,1300609,5,0,0,0,2.5,2.7481983086708183e-05
1,1300656,6,0,0,0,3.0,3.297837970404982e-05
2,1300704,8,0,0,0,4.0,4.3971172938733093e-05
3,1300750,11,1,0,0,5.5,6.046036279075801e-05
4,1300795,15,2,0,0,7.5,8.244594926012455e-05
5,1300839,20,3,0,0,10.0,0.00010992793234683273
6,1300880,27,4,0,0,13.5,0.0001484027086682242
7,1300919,36,6,0,0,18.0,0.0001978702782242989
8,1300955,48,9,0,0,24.0,0.00026382703763239856
9,1300985,64,12,0,0,32.0,0.00035176938350986475
10,1301009,85,17,0,0,42.5,0.0004671937124740391
11,1301025,113,23,0,0,56.5,0.000621092817759605
12,1301029,151,31,0,0,75.5,0.0008299558892185873
13,1301018,201,42,0,0,100.5,0.0011047757200856692
14,1300988,267,56,0,0,133.5,0.0014675378968302172
15,1300931,354,76,0,0,177.0,0.0019457244025389393
16,1300839,471,101,0,0,235.5,0.002588802806767911
17,1300700,626,135,0,0,313.0,0.003440744282455865
18,1300499,832,179,0,0,416.0,0.004573001985628242
19,1300216,1105,239,1,0,552.5,0.006073518262162509
20,1299824,1469,318,1,0,734.5,0.008074206630874865
21,1299286,1951,423,2,0,975.5,0.010723469800433533
22,1298556,2592,562,2,0,1296.0,0.014246660032149524
23,1297571,3442,747,3,0,1721.0,0.018918597156889913
24,1296247,4569,993,4,1,2284.5,0.02511303614463394
25,1294475,6065,1320,6,1,3032.5,0.03333564548417703
26,1292110,8046,1753,8,2,4023.0,0.04422400718313081
27,1288961,10669,2328,11,2,5334.5,0.05864105551041793
28,1284781,14137,3090,15,3,7068.5,0.07770255897935872
29,1279244,18713,4099,20,5,9356.5,0.10285406990031407
30,1271931,24739,5436,27,6,12369.5,0.13597535591641474
31,1262302,32649,7203,36,8,16324.5,0.1794518531595871
32,1249674,42992,9535,47,11,21496.0,0.23630108337275169
33,1233198,56444,12606,63,15,28222.0,0.31023861066923136
34,1211837,73820,16638,83,20,36910.0,0.4057439982921596
35,1184369,96060,21911,109,26,48030.0,0.5279838590618376
36,1149423,124189,28772,143,34,62094.5,0.6825919995110405
37,1105564,159220,37643,188,44,79610.0,0.8751362694131355
38,1051467,201984,49016,245,56,100992.0,1.1101841743571332
39,986188,252874,63444,317,72,126437.0,1.3898957982136493
40,909525,311509,81506,407,90,155754.5,1.712177013871476
41,822421,376395,103757,518,111,188197.5,2.0688162047843055
42,727245,444712,130642,653,134,222356.0,2.444313532491234
43,627804,512413,162407,812,158,256206.5,2.81642507988188
44,528887,574749,199008,995,183,287374.5,3.159048459420488
45,435416,627183,240062,1200,205,313591.5,3.44724651965418
46,351442,666371,284861,1424,223,333185.5,3.662639310294564
47,279428,690799,332459,1662,237,345399.5,3.796905286862985
48,220071,700822,381801,1909,246,350411.0,3.8519956701586007
49,172644,698196,431860,2159,250,349098.0,3.8375621326414615
50,135577,685397,481731,2408,249,342698.5,3.767213752336106
51,107003,665019,530688,2653,244,332509.5,3.6552081820679176
52,85121,639402,578190,2890,237,319701.0,3.5144069899214774
53,68385,610469,623861,3119,228,305234.5,3.355379746591932
54,55548,579704,667466,3337,218,289852.0,3.186283104659416
55,45646,548200,708874,3544,207,274100.0,3.0131246256266855
56,37951,516738,748031,3740,195,258369.0,2.840196995251883
57,31921,485860,784941,3924,184,242930.0,2.6704792605016077
58,27152,455926,819645,4098,173,227963.0,2.5059501241581033
59,23346,427167,852211,4261,162,213583.5,2.347879253839975
60,20280,399722,882723,4413,152,199861.0,2.1970306486770337
61,17787,373663,911275,4556,142,186831.5,2.0538000492257282
62,15744,349017,937965,4689,133,174508.5,1.9183358581947263
63,14054,325777,962895,4814,124,162888.5,1.7905996008077063
64,12646,303916,986165,4930,116,151958.0,1.670442874356001
65,11465,283390,1007873,5039,108,141695.0,1.5576238373884463
66,10466,264147,1028115,5140,101,132073.5,1.4518566772809414
67,9616,246129,1046983,5234,94,123064.5,1.3528226030296797
68,8888,229277,1064563,5322,87,114638.5,1.2601973272342386
69,8262,213526,1080940,5404,81,106763.0,1.1736235841144904
70,7720,198817,1096192,5480,76,99408.5,1.0927770862700124
71,7248,185088,1110394,5551,71,92544.0,1.0173170571105288
72,6836,172280,1123614,5618,66,86140.0,0.9469192092356172
73,6474,160336,1135920,5679,61,80168.0,0.8812702480380886
74,6155,149203,1147373,5736,57,74601.5,0.8200788644972243
75,5872,138828,1158030,5790,53,69414.0,0.7630537495923048
76,5622,129162,1167946,5839,49,64581.0,0.7099255798890806
77,5399,120160,1177172,5885,46,60080.0,0.6604470175397712
78,5199,111776,1185755,5928,42,55888.0,0.6143652282999787
79,5021,103971,1193739,5968,39,51985.5,0.5714658527016273
80,4860,96705,1201166,6005,37,48352.5,0.531529034880023
81,4716,89942,1208073,6040,34,44971.0,0.49435690455694153
82,4586,83648,1214498,6072,32,41824.0,0.4597625842473933
83,4468,77791,1220473,6102,29,38895.5,0.4275701892596233
84,4361,72342,1226029,6130,27,36171.0,0.3976203240917287
85,4264,67271,1231196,6155,25,33635.5,0.3697480968451892
86,4176,62554,1236002,6180,24,31277.0,0.3438215940011887
87,4096,58167,1240470,6202,22,29083.5,0.319708902040911
88,4023,54085,1244625,6223,20,27042.5,0.29727261104892244
89,3956,50289,1248488,6242,19,25144.5,0.2764082894894936
90,3895,46758,1252080,6260,17,23379.0,0.2570005130336603
91,3839,43474,1255420,6277,16,21737.0,0.23895034654231032
92,3788,40420,1258525,6292,15,20210.0,0.22216435127294898
93,3741,37580,1261412,6307,14,18790.0,0.20655458487969874
94,3698,34939,1264097,6320,13,17469.5,0.19203860141329945
95,3658,32483,1266592,6332,12,16241.5,0.17853945132110838
96,3622,30199,1268913,6344,11,15099.5,0.1659856814471001
97,3588,28076,1271070,6355,10,14038.0,0.15431683142848382
98,3558,26101,1273075,6365,10,13050.5,0.14346144810923409
99,3529,24265,1274940,6374,9,12132.5,0.13337006391979483
100,3503,22559,1276673,6383,8,11279.5,0.12399321129060999
101,3479,20971,1278284,6391,8,10485.5,0.11526493346227147
102,3456,19496,1279782,6398,7,9748.0,0.10715774845169254
103,3436,18124,1281175,6405,6,9062.0,0.09961669229269982
104,3417,16849,1282469,6412,6,8424.5,0.09260878660558924
105,3399,15663,1283673,6418,6,7831.5,0.08609006021742206
106,3383,14560,1284792,6423,5,7280.0,0.08002753474849424
107,3368,13535,1285832,6429,5,6767.5,0.07439372821571906
108,3354,12583,1286799,6433,4,6291.5,0.06916115863600981
