day,susceptible,infected,recovered,chilam,chilamPerDay,symptomatic,percentOfTotalInfected
0,458511,5,0,0,0,2.5,7.796671538546822e-05
1,458526,6,0,0,0,3.0,9.356005846256186e-05
2,458541,8,0,0,0,4.0,0.00012474674461674913
3,458555,11,1,0,0,5.5,0.0001715267738480301
4,458568,15,2,0,0,7.5,0.00023390014615640465
5,458579,20,3,0,0,10.0,0.0003118668615418729
6,458589,27,4,0,0,13.5,0.0004210202630815284
7,458595,36,6,0,0,18.0,0.0005613603507753712
8,458598,48,9,0,0,24.0,0.0007484804677004949
9,458596,64,12,0,0,32.0,0.000997973956933993
10,458588,85,17,0,0,42.5,0.0013254341615529597
11,458571,113,23,0,0,56.5,0.001762047767711582
12,458543,151,31,0,0,75.5,0.0023545948046411404
13,458501,200,42,0,0,100.0,0.0031186686154187292
14,458438,267,56,0,0,133.5,0.004163422601584003
15,458349,354,76,0,0,177.0,0.00552004344929115
16,458224,471,101,0,0,235.5,0.007344464589311106
17,458053,625,135,0,0,312.5,0.009745839423183527
18,457821,831,179,0,0,415.5,0.01295806809706482
19,457506,1104,239,1,0,552.0,0.017215050757111383
20,457083,1465,317,1,0,732.5,0.022844247607942188
21,456516,1945,422,2,0,972.5,0.030329052284947134
22,455759,2581,561,2,0,1290.5,0.0402464184819787
23,454750,3423,746,3,0,1711.5,0.05337601335289154
24,453409,4537,990,4,1,2268.5,0.07074699754077386
25,451631,6008,1314,6,1,3004.0,0.09368480520717862
26,449281,7946,1743,8,2,3973.0,0.1239047040905861
27,446184,10493,2311,11,2,5246.5,0.1636209489079436
28,442117,13827,3060,15,3,6913.5,0.21560915472697384
29,436800,18173,4048,20,4,9086.5,0.2833778237400228
30,429891,23800,5346,26,6,11900.0,0.37112156523482875
31,420981,31026,7046,35,8,15513.0,0.48379906230990743
32,409602,40205,9263,46,11,20102.5,0.62693035841455
33,395251,51700,12134,60,14,25850.0,0.8061758370857415
34,377438,65834,15827,79,18,32917.0,1.026572148137383
35,355774,82809,20530,102,23,41404.5,1.2912691468710475
36,330085,102596,26445,132,29,51298.0,1.5998146263374997
37,300553,124811,33773,168,36,62405.5,1.9462207427951346
38,267838,148622,42688,213,44,74311.0,2.317513834803812
39,233120,172733,53304,266,53,86366.5,2.6934849297356163
40,197998,195524,65642,328,61,97762.0,3.0488728118056576
41,164231,215331,79608,398,69,107665.5,3.3577301581336516
42,133385,230801,94989,474,76,115400.5,3.5989591755362897
43,106532,241173,111475,557,82,120586.5,3.7606933299319056
44,84121,246360,128701,643,86,123180.0,3.8415760004727897
45,66044,246842,146298,731,87,123421.0,3.849091991835949
46,51824,243433,163930,819,88,121716.5,3.7959342852861373
47,40820,237051,181318,906,86,118525.5,3.6964175697681254
48,32379,228560,198250,991,84,114280.0,3.5640144937005234
49,25924,218691,214576,1072,81,109345.5,3.4101237908726865
50,20979,208016,230197,1150,78,104008.0,3.2436648535247117
51,17172,196965,245055,1225,74,98482.5,3.0713428191797494
52,14222,185847,259124,1295,70,92923.5,2.8979760308486227
53,11917,174878,272399,1361,66,87439.0,2.726932650635982
54,10099,164205,284890,1424,62,82102.5,2.5605048999741618
55,8652,153922,296619,1483,58,76961.0,2.4001585531124077
56,7491,144090,307614,1538,54,72045.0,2.2468448039784232
57,6549,134739,317906,1589,51,67369.5,2.1010314528645204
58,5780,125885,327530,1637,48,62942.5,1.9629679932599335
59,5145,117528,336522,1682,44,58764.0,1.8326544251646617
60,4618,109661,344917,1724,41,54830.5,1.7099815951771662
61,4176,102269,352750,1763,39,51134.5,1.5947156031512901
62,3804,95337,360055,1800,36,47668.5,1.4866225489408766
63,3487,88844,366865,1834,34,44422.0,1.3853749723413078
64,3217,82768,373211,1866,31,41384.0,1.2906298198048867
65,2985,77088,379123,1895,29,38544.0,1.2020596311269949
66,2784,71783,384629,1923,27,35891.5,1.1193369461030132
67,2610,66830,389756,1948,25,33415.0,1.0421031178421682
