day,susceptible,infected,recovered,chilam,chilamPerDay,symptomatic,percentOfTotalInfected
0,260121,5,0,0,0,2.5,0.00018237951279866468
1,260130,5,0,0,0,2.5,0.00018237951279866468
2,260139,5,0,0,0,2.5,0.00018237951279866468
3,260148,5,1,0,0,2.5,0.00018237951279866468
4,260158,6,1,0,0,3.0,0.00021885541535839764
5,260167,6,2,0,0,3.0,0.00021885541535839764
6,260176,7,2,0,0,3.5,0.00025533131791813054
7,260185,7,2,0,0,3.5,0.00025533131791813054
8,260194,7,3,0,0,3.5,0.00025533131791813054
9,260203,8,4,0,0,4.0,0.0002918072204778635
10,260212,8,4,0,0,4.0,0.0002918072204778635
11,260221,9,5,0,0,4.5,0.00032828312303759646
12,260229,9,5,0,0,4.5,0.00032828312303759646
13,260238,10,6,0,0,5.0,0.00036475902559732936
14,260247,11,7,0,0,5.5,0.0004012349281570623
15,260255,11,8,0,0,5.5,0.0004012349281570623
16,260264,12,9,0,0,6.0,0.0004377108307167953
17,260272,13,9,0,0,6.5,0.00047418673327652823
18,260280,13,10,0,0,6.5,0.00047418673327652823
19,260288,14,11,0,0,7.0,0.0005106626358362611
20,260297,15,12,0,0,7.5,0.0005471385383959941
21,260304,16,14,0,0,8.0,0.000583614440955727
22,260312,17,15,0,0,8.5,0.00062009034351546
23,260320,18,16,0,0,9.0,0.0006565662460751929
24,260328,19,17,0,0,9.5,0.0006930421486349258
25,260335,20,19,0,0,10.0,0.0007295180511946587
26,260342,21,20,0,0,10.5,0.0007659939537543916
27,260349,23,22,0,0,11.5,0.0008389457588738575
28,260356,24,23,0,0,12.0,0.0008754216614335905
29,260363,26,25,0,0,13.0,0.0009483734665530565
30,260370,27,27,0,0,13.5,0.0009848493691127893
31,260376,29,29,0,0,14.5,0.0010578011742322553
32,260382,30,31,0,0,15.0,0.0010942770767919882
33,260388,32,33,0,0,16.0,0.001167228881911454
34,260394,34,36,0,0,17.0,0.00124018068703092
35,260399,36,38,0,0,18.0,0.0013131324921503858
36,260405,38,41,0,0,19.0,0.0013860842972698516
37,260410,41,44,0,0,20.5,0.0014955120049490506
38,260414,43,46,0,0,21.5,0.0015684638100685164
39,260419,46,50,0,0,23.0,0.001677891517747715
40,260423,48,53,0,0,24.0,0.001750843322867181
41,260426,51,56,0,0,25.5,0.0018602710305463798
42,260429,54,60,0,0,27.0,0.0019696987382255785
43,260432,58,64,0,0,29.0,0.0021156023484645106
44,260435,61,68,0,0,30.5,0.0022250300561437093
45,260437,65,73,0,0,32.5,0.002370933666382641
46,260438,68,77,0,0,34.0,0.00248036137406184
47,260439,72,82,0,0,36.0,0.0026262649843007716
48,260440,77,87,0,0,38.5,0.002808644497099436
49,260440,81,93,0,0,40.5,0.002954548107338368
50,260439,86,99,0,0,43.0,0.0031369276201370327
51,260438,91,105,0,0,45.5,0.0033193071329356972
52,260436,96,111,0,0,48.0,0.003501686645734362
53,260433,102,118,0,0,51.0,0.0037205420610927596
54,260430,108,126,0,0,54.0,0.003939397476451157
55,260426,115,133,0,0,57.5,0.004194728794369288
56,260421,121,142,0,0,60.5,0.004413584209727686
57,260415,128,150,0,0,64.0,0.004668915527645816
58,260408,136,160,0,0,68.0,0.00496072274812368
59,260400,144,169,0,0,72.0,0.005252529968601543
60,260391,153,180,0,0,76.5,0.005580813091639139
61,260382,162,191,0,0,81.0,0.005909096214676736
62,260370,171,202,1,0,85.5,0.0062373793377143326
63,260358,181,214,1,0,90.5,0.006602138363311662
64,260344,192,227,1,0,96.0,0.007003373291468724
65,260329,203,241,1,0,101.5,0.007404608219625786
66,260313,215,256,1,0,107.5,0.007842319050342581
67,260295,228,271,1,0,114.0,0.00831650578361911
68,260275,241,287,1,0,120.5,0.008790692516895638
