day,susceptible,infected,recovered,chilam,chilamPerDay,symptomatic,percentOfTotalInfected
0,260121,5,0,0,0,2.5,0.00013744208190668452
1,260128,6,0,0,0,3.0,0.00016493049828802142
2,260136,8,0,0,0,4.0,0.00021990733105069525
3,260142,11,1,0,0,5.5,0.00030237258019470594
4,260148,15,2,0,0,7.5,0.00041232624572005354
5,260151,20,3,0,0,10.0,0.0005497683276267381
6,260153,27,4,0,0,13.5,0.0007421872422960964
7,260152,36,6,0,0,18.0,0.0009895829897281286
8,260147,48,9,0,0,24.0,0.0013194439863041714
9,260138,64,12,0,0,32.0,0.001759258648405562
10,260122,85,17,0,0,42.5,0.002336515392413637
11,260098,113,23,0,0,56.5,0.00310619105109107
12,260062,151,31,0,0,75.5,0.0041507508735818726
13,260012,200,42,0,0,100.0,0.005497683276267381
14,259941,266,56,0,0,133.0,0.0073119187574356165
15,259845,354,76,0,0,177.0,0.009730899398993263
16,259713,470,101,0,0,235.0,0.012919555699228346
17,259535,625,134,0,0,312.5,0.017180260238335566
18,259295,830,179,0,0,415.0,0.02281538559650963
19,258974,1101,238,1,0,550.5,0.030264746435851933
20,258545,1462,317,1,0,731.0,0.04018806474951455
21,257974,1938,422,2,0,969.0,0.05327255094703092
22,257215,2569,560,2,0,1284.5,0.0706177416836545
23,256208,3402,744,3,0,1701.0,0.09351559252930815
24,254877,4499,987,4,1,2249.5,0.12367038529963474
25,253124,5941,1308,6,1,2970.5,0.16330868172152255
26,250820,7830,1732,8,2,3915.0,0.21523430026586798
27,247810,10291,2292,11,2,5145.5,0.2828832929803381
28,243897,13477,3027,15,3,6738.5,0.37046138757127745
29,238852,17569,3990,19,4,8784.5,0.4829439874037081
30,232408,22767,5244,26,6,11383.5,0.6258287757538973
31,224279,29278,6871,34,8,14639.0,0.804805854812782
32,214190,37284,8962,44,10,18642.0,1.024878116361765
33,201917,46902,11625,58,13,23451.0,1.2892617051174635
34,187361,58115,14975,74,16,29057.5,1.5974893180013943
35,170624,70707,19127,95,20,35353.5,1.9436234570751887
36,152078,84209,24177,120,25,42104.5,2.3147720550559994
37,132390,97887,30192,150,30,48943.5,2.6907586143199254
38,112466,110823,37184,185,34,55411.5,3.0463487686288997
39,93303,122073,45100,225,39,61036.5,3.3555934529189395
40,75792,130868,53819,269,43,65434.0,3.597354074992798
41,60541,136773,63167,315,46,68386.5,3.7596731737245923
42,47810,139737,72937,364,48,69868.5,3.8411488398788753
43,37538,140029,82918,414,49,70014.5,3.8491754574622257
44,29456,138110,92920,464,50,69055.0,3.7964251864264402
45,23201,134501,102785,513,49,67250.5,3.697219491706195
46,18403,129692,112393,561,48,64846.0,3.5650276973283455
47,14733,124099,121656,608,46,62049.5,3.411284984507529
48,11922,118046,130521,652,44,59023.0,3.244897600151296
49,9758,111779,138952,694,42,55889.5,3.0726276946894577
50,8081,105472,146937,734,39,52736.0,2.899258252572366
51,6771,99249,154470,772,37,49624.5,2.7281978374313063
52,5737,93193,161560,807,35,46596.5,2.5617279878259303
53,4915,87359,168216,841,33,43679.5,2.401360566657211
54,4255,81779,174456,872,31,40889.5,2.2479752032493505
55,3720,76473,180298,901,29,38236.5,2.102121665929977
56,3283,71448,185760,928,27,35724.0,1.9639923736137592
57,2922,66705,190863,954,25,33352.5,1.8336148147170783
58,2622,62240,195628,978,23,31120.0,1.710879035574409
59,2371,58046,200074,1000,22,29023.0,1.595592617271082
60,2160,54111,204220,1021,20,27055.5,1.4874256988105212
61,1980,50426,208085,1040,19,25213.0,1.3861308844452949
62,1827,46977,211687,1058,18,23488.5,1.2913233363460639
63,1695,43754,215043,1075,16,21877.0,1.202728170349015
64,1581,40743,218168,1090,15,20371.5,1.1199605486248094
65,1482,37931,221078,1105,14,18965.5,1.0426631217604903
66,1395,35308,223788,1118,13,17654.0,0.9705610055922435
67,1320,32862,226310,1131,12,16431.0,0.9033243391234933
68,1253,30582,228657,1143,11,15291.0,0.8406507497740452
69,1194,28456,230841,1154,10,14228.0,0.7822103765473231
70,1142,26476,232874,1164,10,13238.0,0.7277833121122759
71,1095,24631,234765,1173,9,12315.5,0.6770671838887093
72,1054,22913,236525,1182,8,11456.5,0.6298420845455726
73,1017,21314,238161,1190,8,10657.0,0.5858881067518148
74,983,19825,239684,1198,7,9912.5,0.5449578547600041
75,953,18438,241100,1205,7,9219.0,0.5068314212390899
76,926,17148,242417,1212,6,8574.0,0.4713713641071653
77,902,15948,243642,1218,6,7974.0,0.43838526444956094
78,880,14831,244781,1223,5,7415.5,0.4076807033516076
79,860,13792,245840,1229,5,6896.0,0.3791202387313986
80,842,12825,246826,1234,4,6412.5,0.3525389400906458
81,825,11925,247742,1238,4,5962.5,0.3277993653474426
82,810,11089,248593,1242,4,5544.5,0.3048190492526449
83,796,10310,249386,1246,3,5155.0,0.2834055728915835
84,784,9586,250122,1250,3,4793.0,0.26350395943149557
85,772,8913,250807,1254,3,4456.5,0.24500425520685584
86,762,8287,251444,1257,3,4143.5,0.22779650655213893
87,752,7705,252035,1260,2,3852.5,0.21179824821820084
88,743,7163,252586,1262,2,3581.5,0.19689952653951623
89,735,6660,253098,1265,2,3330.0,0.18307285309970378
90,727,6192,253573,1267,2,3096.0,0.17020827423323812
91,720,5756,254016,1270,2,2878.0,0.15822332469097522
92,714,5351,254427,1272,2,2675.5,0.14709051605653378
93,708,4975,254809,1274,1,2487.5,0.1367548714971511
94,703,4625,255164,1275,1,2312.5,0.12713392576368318
95,698,4300,255495,1277,1,2150.0,0.11820019043974868
96,693,3997,255802,1279,1,1998.5,0.1098712002762036
97,689,3716,256088,1280,1,1858.0,0.10214695527304793
98,685,3454,256353,1281,1,1727.0,0.09494499018113767
99,681,3211,256600,1283,1,1605.5,0.08826530500047279
100,678,2985,256829,1284,1,1492.5,0.08205292289829066
101,675,2775,257042,1285,1,1387.5,0.07628035545820991
102,672,2580,257241,1286,0,1290.0,0.07092011426384921
103,669,2398,257425,1287,0,1199.0,0.06591722248244589
104,667,2229,257596,1287,0,1114.5,0.061271680113999964
105,665,2072,257756,1288,0,1036.0,0.05695599874213006
106,663,1926,257904,1289,0,963.0,0.05294268995045488
107,661,1791,258041,1290,0,895.5,0.0492317537389744
108,659,1665,258169,1290,0,832.5,0.045768213274925945
109,657,1547,258288,1291,0,773.5,0.04252458014192819
110,656,1438,258399,1291,0,719.0,0.039528342756362474
111,654,1337,258501,1292,0,668.5,0.03675201270184744
112,653,1243,258597,1292,0,621.5,0.03416810156200177
113,652,1155,258686,1293,0,577.5,0.03174912092044412
114,651,1074,258768,1293,0,537.0,0.02952255919355583
115,650,998,258845,1294,0,499.0,0.027433439548574228
116,649,928,258916,1294,0,464.0,0.025509250401880644
117,648,862,258983,1294,0,431.0,0.023695014920712413
118,647,802,259044,1295,0,401.0,0.022045709937832197
119,646,745,259102,1295,0,372.5,0.020478870204095993
120,645,693,259155,1295,0,346.5,0.019049472552266473
121,645,644,259204,1296,0,322.0,0.01770254014958097
122,644,598,259250,1296,0,299.0,0.01643807299603947
123,644,556,259293,1296,0,278.0,0.01528355950802332
124,643,517,259333,1296,0,258.5,0.01421151126915118
125,643,481,259370,1296,0,240.5,0.013221928279423052
126,642,447,259404,1297,0,223.5,0.012287322122457598
127,642,415,259436,1297,0,207.5,0.011407692798254815
128,641,386,259466,1297,0,193.0,0.010610528723196046
129,641,359,259494,1297,0,179.5,0.00986834148089995
130,641,333,259519,1297,0,166.5,0.00915364265498519
131,640,310,259543,1297,0,155.0,0.00852140907821444
132,640,288,259565,1297,0,144.0,0.007916663917825029
133,640,268,259586,1297,0,134.0,0.0073668955901982905
134,640,249,259605,1298,0,124.5,0.00684461567895289
135,639,231,259623,1298,0,115.5,0.006349824184088825
136,639,215,259639,1298,0,107.5,0.005910009521987434
137,639,200,259655,1298,0,100.0,0.005497683276267381
138,639,186,259669,1298,0,93.0,0.005112845446928664
139,639,173,259682,1298,0,86.5,0.004755496033971285
140,638,160,259695,1298,0,80.0,0.004398146621013905
141,638,149,259706,1298,0,74.5,0.004095774040819199
