day,susceptible,infected,recovered,chilam,chilamPerDay,symptomatic,percentOfTotalInfected
0,2753626,5,0,0,0,2.5,2.2132698898043908e-05
1,2753731,5,0,0,0,2.5,2.2132698898043908e-05
2,2753836,5,0,0,0,2.5,2.2132698898043908e-05
3,2753941,5,1,0,0,2.5,2.2132698898043908e-05
4,2754046,5,1,0,0,2.5,2.2132698898043908e-05
5,2754151,5,1,0,0,2.5,2.2132698898043908e-05
6,2754256,6,2,0,0,3.0,2.655923867765269e-05
7,2754361,6,2,0,0,3.0,2.655923867765269e-05
8,2754466,6,3,0,0,3.0,2.655923867765269e-05
9,2754571,6,3,0,0,3.0,2.655923867765269e-05
10,2754676,6,4,0,0,3.0,2.655923867765269e-05
11,2754781,7,4,0,0,3.5,3.098577845726147e-05
12,2754886,7,5,0,0,3.5,3.098577845726147e-05
13,2754990,7,5,0,0,3.5,3.098577845726147e-05
14,2755095,7,6,0,0,3.5,3.098577845726147e-05
15,2755200,8,6,0,0,4.0,3.541231823687025e-05
16,2755305,8,7,0,0,4.0,3.541231823687025e-05
17,2755410,8,8,0,0,4.0,3.541231823687025e-05
18,2755515,9,8,0,0,4.5,3.9838858016479034e-05
19,2755619,9,9,0,0,4.5,3.9838858016479034e-05
20,2755724,9,9,0,0,4.5,3.9838858016479034e-05
21,2755829,10,10,0,0,5.0,4.4265397796087815e-05
22,2755933,10,11,0,0,5.0,4.4265397796087815e-05
23,2756038,10,12,0,0,5.0,4.4265397796087815e-05
24,2756143,11,12,0,0,5.5,4.8691937575696597e-05
25,2756247,11,13,0,0,5.5,4.8691937575696597e-05
26,2756352,11,14,0,0,5.5,4.8691937575696597e-05
27,2756456,12,15,0,0,6.0,5.311847735530538e-05
28,2756561,12,16,0,0,6.0,5.311847735530538e-05
29,2756665,13,17,0,0,6.5,5.754501713491416e-05
30,2756769,13,18,0,0,6.5,5.754501713491416e-05
31,2756874,13,18,0,0,6.5,5.754501713491416e-05
32,2756978,14,19,0,0,7.0,6.197155691452294e-05
33,2757082,14,21,0,0,7.0,6.197155691452294e-05
34,2757186,15,22,0,0,7.5,6.639809669413173e-05
35,2757290,15,23,0,0,7.5,6.639809669413173e-05
36,2757395,16,24,0,0,8.0,7.08246364737405e-05
37,2757499,17,25,0,0,8.5,7.525117625334929e-05
38,2757603,17,26,0,0,8.5,7.525117625334929e-05
