day,susceptible,infected,recovered,chilam,chilamPerDay,symptomatic,percentOfTotalInfected
0,13500000,5,0,0,0,2.5,2.8298116468878397e-06
1,13500516,5,0,0,0,2.5,2.8298116468878397e-06
2,13501033,6,0,0,0,3.0,3.395773976265408e-06
3,13501550,7,1,0,0,3.5,3.9617363056429755e-06
4,13502066,8,1,0,0,4.0,4.527698635020543e-06
5,13502582,9,2,0,0,4.5,5.093660964398112e-06
6,13503098,10,2,0,0,5.0,5.659623293775679e-06
7,13503614,11,3,0,0,5.5,6.225585623153248e-06
8,13504130,13,4,0,0,6.5,7.357510281908383e-06
9,13504645,14,5,0,0,7.0,7.923472611285951e-06
10,13505160,16,6,0,0,8.0,9.055397270041086e-06
11,13505675,18,7,0,0,9.0,1.0187321928796223e-05
12,13506189,21,9,0,0,10.5,1.1885208916928927e-05
13,13506703,24,10,0,0,12.0,1.3583095905061631e-05
14,13507216,27,12,0,0,13.5,1.5280982893194334e-05
15,13507729,30,14,0,0,15.0,1.6978869881327037e-05
16,13508241,34,16,0,0,17.0,1.9242719198837308e-05
17,13508752,39,18,0,0,19.5,2.207253084572515e-05
18,13509262,44,21,0,0,22.0,2.4902342492612992e-05
19,13509772,49,24,0,0,24.5,2.773215413950083e-05
20,13510280,56,28,0,0,28.0,3.1693890445143804e-05
21,13510787,63,32,0,0,31.5,3.565562675078678e-05
22,13511292,71,37,0,0,35.5,4.018332538580732e-05
23,13511796,80,42,0,0,40.0,4.5276986350205435e-05
24,13512298,91,47,0,0,45.5,5.150257197335868e-05
25,13512798,103,54,0,0,51.5,5.82941199258895e-05
26,13513296,116,61,0,0,58.0,6.565163020779788e-05
27,13513791,131,70,0,0,65.5,7.414106514846141e-05
28,13514283,148,79,0,0,74.0,8.376242474788006e-05
29,13514772,167,90,0,0,83.5,9.451570900605384e-05
30,13515256,188,102,0,0,94.0,0.00010640091792298277
31,13515737,213,115,0,0,106.5,0.00012054997615742197
32,13516213,240,130,0,0,120.0,0.0001358309590506163
33,13516683,271,147,0,0,135.5,0.00015337579126132092
34,13517147,306,167,0,0,153.0,0.0001731844727895358
35,13517604,346,189,0,0,173.0,0.0001958229659646385
36,13518053,390,213,1,0,195.0,0.00022072530845725148
37,13518494,441,241,1,0,220.5,0.00024958938725550743
38,13518924,497,273,1,0,248.5,0.0002812832777006513
39,13519343,562,308,1,0,281.0,0.0003180708291101932
40,13519749,634,349,1,0,317.0,0.0003588201168253781
41,13520140,716,394,1,0,358.0,0.0004052290278343386
42,13520515,808,445,2,0,404.0,0.00045729756213707485
43,13520872,912,503,2,0,456.0,0.000516157644392342
44,13521208,1030,568,2,0,515.0,0.000582941199258895
45,13521520,1163,642,3,0,581.5,0.0006582141890661116
46,13521805,1313,725,3,0,656.5,0.0007431085384727467
47,13522061,1482,818,4,0,741.0,0.0008387561721375556
48,13522283,1673,924,4,0,836.5,0.0009468549770486711
49,13522466,1889,1044,5,0,944.5,0.0010691028401942258
50,13522606,2132,1179,5,0,1066.0,0.0012066316862329749
51,13522698,2407,1331,6,0,1203.5,0.001362271326811806
52,13522734,2717,1503,7,0,1358.5,0.0015377196489188521
53,13522708,3068,1697,8,0,1534.0,0.0017363724265303784
54,13522612,3463,1916,9,1,1731.5,0.001959927546634518
55,13522437,3910,2164,10,1,1955.0,0.0022129127078662904
56,13522172,4414,2443,12,1,2207.0,0.0024981577218725847
57,13521807,4983,2758,13,1,2491.5,0.002820190287288421
58,13521327,5625,3114,15,1,2812.5,0.0031835381027488195
59,13520719,6350,3516,17,2,3175.0,0.003593860791547556
60,13519965,7168,3970,19,2,3584.0,0.004056817976978407
61,13519048,8092,4482,22,2,4046.0,0.00457976716932328
62,13517946,9135,5060,25,2,4567.5,0.005170065878864083
63,13516635,10312,5712,28,3,5156.0,0.00583620354054148
64,13515088,11640,6449,32,3,5820.0,0.0065878015139548916
65,13513275,13140,7280,36,4,6570.0,0.007436745008021242
66,13511163,14832,8219,41,4,7416.0,0.008394353269328088
67,13508712,16741,9278,46,5,8370.5,0.009474775356109865
68,13505880,18896,10474,52,5,9448.0,0.010694424175918524
69,13502617,21327,11824,59,6,10663.5,0.012070278598635392
70,13498868,24070,13347,66,7,12035.0,0.01362271326811806
71,13494572,27164,15067,75,8,13582.0,0.015373800715212256
72,13489659,30655,17007,85,9,15327.5,0.017349575207069343
73,13484049,34592,19197,95,10,17296.0,0.01957776889782883
74,13477656,39031,21668,108,12,19515.5,0.022090075677935854
75,13470379,44036,24456,122,13,22018.0,0.024922717136470582
76,13462108,49679,27601,138,15,24839.5,0.028116442561148196
77,13452716,56038,31150,155,17,28019.0,0.03171539701366015
78,13442063,63204,35152,175,20,31602.0,0.0357710830659798
79,13429991,71276,39667,198,22,35638.0,0.04033953098871553
80,13416324,80366,44758,223,25,40183.0,0.045484128562757624
