day,susceptible,infected,recovered,chilam,chilamPerDay,symptomatic,percentOfTotalInfected
0,160038,5,0,0,0,2.5,0.00023913719300762849
1,160043,5,0,0,0,2.5,0.00023913719300762849
2,160048,6,0,0,0,3.0,0.00028696463160915415
3,160053,7,1,0,0,3.5,0.00033479207021067987
4,160057,8,1,0,0,4.0,0.00038261950881220553
5,160062,9,2,0,0,4.5,0.00043044694741373125
6,160066,10,2,0,0,5.0,0.00047827438601525697
7,160070,11,3,0,0,5.5,0.0005261018246167827
8,160074,13,4,0,0,6.5,0.000621756701819834
9,160077,14,5,0,0,7.0,0.0006695841404213597
10,160081,16,6,0,0,8.0,0.0007652390176244111
11,160083,18,7,0,0,9.0,0.0008608938948274625
12,160086,21,9,0,0,10.5,0.0010043762106320398
13,160088,24,10,0,0,12.0,0.0011478585264366166
14,160089,27,12,0,0,13.5,0.0012913408422411939
15,160090,30,14,0,0,15.0,0.001434823158045771
16,160090,34,16,0,0,17.0,0.0016261329124518738
17,160089,39,18,0,0,19.5,0.0018652701054595023
18,160087,44,21,0,0,22.0,0.0021044072984671308
19,160084,49,24,0,0,24.5,0.002343544491474759
20,160081,56,28,0,0,28.0,0.002678336561685439
21,160076,63,32,0,0,31.5,0.003013128631896119
22,160069,71,36,0,0,35.5,0.0033957481407083244
23,160061,80,42,0,0,40.0,0.0038261950881220558
24,160051,91,47,0,0,45.5,0.004352296912738838
25,160039,102,54,0,0,51.0,0.004878398737355621
26,160024,116,61,0,0,58.0,0.005547982877776981
27,160007,131,70,0,0,65.5,0.006265394456799866
28,159987,147,79,0,0,73.5,0.007030633474424277
29,159964,166,89,0,0,83.0,0.007939354807853264
30,159936,188,101,0,0,94.0,0.00899155845708683
31,159905,212,115,0,0,106.0,0.010139416983523447
32,159868,239,130,0,0,119.5,0.01143075782576464
33,159827,270,147,0,0,135.0,0.012913408422411937
34,159779,305,167,0,0,152.5,0.014587368773465339
35,159724,344,188,0,0,172.0,0.01645263887892484
36,159661,388,213,1,0,194.0,0.01855704617739197
37,159590,438,241,1,0,219.0,0.020948418107468256
38,159508,494,272,1,0,247.0,0.02362675466915369
39,159416,558,307,1,0,279.0,0.02668771073965134
40,159311,629,347,1,0,314.5,0.030083458880359664
41,159191,709,392,1,0,354.5,0.033909653968481716
42,159056,800,443,2,0,400.0,0.03826195088122056
43,158903,902,500,2,0,451.0,0.04314034961857618
44,158730,1016,565,2,0,508.0,0.04859267761915011
45,158535,1145,637,3,0,572.5,0.05476241719874692
46,158314,1291,719,3,0,645.5,0.06174522323456967
47,158064,1454,811,4,0,727.0,0.06954109572661836
48,157783,1637,915,4,0,818.5,0.07829351699069756
49,157466,1843,1032,5,0,921.5,0.08814596934261185
50,157109,2074,1164,5,0,1037.0,0.0991941076595643
51,156708,2334,1312,6,0,1167.0,0.11162924169596097
52,156257,2624,1479,7,0,1312.0,0.12549919889040342
53,155750,2949,1666,8,0,1474.5,0.14104311643589929
54,155182,3312,1877,9,1,1656.0,0.1584044766482531
55,154546,3718,2114,10,1,1859.0,0.17782241672047255
56,153833,4171,2379,11,1,2085.5,0.19948824640696367
57,153037,4675,2677,13,1,2337.5,0.22359327546213262
